,index,RA,DEC,z,xVal,yVal,zVal
498,19635,134.692148,41.789194,0.027944999999999998,-43.961367808802486,44.43633598308812,55.86696170168279
499,23552,245.075545,33.595521000000005,0.042834,-45.10809960332978,-97.06857380346365,71.1035535957072
500,11222,130.58668600000001,31.998374,0.049723,-82.30369445979002,96.070539263553,79.04393667372375
501,13726,255.821517,39.883947,0.049581,-27.95713607219051,-110.6602592593885,95.37916760113785
502,2265,177.669602,3.9729050000000004,0.056296000000000006,-168.3428086836421,6.85080510376002,11.701357952518945
503,16900,170.683864,24.232232999999997,0.03756,-101.39641531686135,16.633622798298557,46.24793999190115
504,20206,190.224986,10.583116,0.046215,-134.12211712422746,-24.192765163188284,25.46377499260161
505,21773,222.509007,-2.542661,0.05970399999999999,-131.9062002848318,-120.90791591448944,-7.945988902117785
506,13865,128.09506000000002,43.592119,0.048277,-64.71764569230356,82.55213037979811,99.86386066441789
507,23047,238.86715,22.986889,0.045183,-64.51718693574333,-106.81285371156434,52.93466041158957
508,14425,341.619027,-0.5074270000000001,0.044564,126.86616316272926,-42.155968248280516,-1.1839972203179308
509,1765,222.33198900000002,11.326321,0.059167,-128.66300069281633,-117.2057005399124,34.86059400912049
510,5232,162.919304,36.623290999999995,0.057099000000000004,-131.41479025676475,40.38000694070336,102.18742657606799
511,15107,213.937912,60.771440000000005,0.040741,-49.51379876116941,-33.319469786568014,106.66141942792811
