,xVal,yVal,zVal
28625,13.27,78.36,43.9
28626,86.25,116.94,19.18
28627,69.05,112.83,90.37
28628,92.14,98.08,49.49
28629,11.94,41.72,106.08
28630,22.81,70.44,44.24
28631,45.53,60.32,135.7
28632,41.31,22.81,24.82
28633,139.68,82.44,119.98
28634,128.66,80.41,61.52
28635,9.97,83.2,116.07
28636,59.9,46.9,140.29
28637,106.08,92.65,89.51
28638,17.58,62.86,104.04
28639,110.49,2.35,4.91
28640,9.87,45.14,107.74
28641,82.84,127.7,39.29
28642,89.26,53.99,18.22
28643,67.24,42.2,74.25
28644,127.15,43.6,16.67
28645,81.77,42.39,63.17
28646,85.77,72.7,102.96
28647,58.37,122.63,124.56
28648,94.19,113.14,71.45
28649,86.39,136.62,99.59
28650,75.22,83.73,34.32
28651,40.19,55.11,84.52
28652,2.17,79.21,95.0
28653,103.31,45.41,27.92
28654,140.58,139.58,25.29
28655,36.58,37.02,133.01
28656,132.0,78.1,88.26
28657,127.45,58.75,121.23
28658,65.12,138.16,13.18
28659,43.36,74.37,24.04
28660,51.55,61.15,10.55
28661,22.65,4.26,93.88
28662,13.97,76.93,38.72
28663,139.27,1.56,97.29
28664,24.09,134.54,118.36
28665,15.2,99.53,24.61
28666,53.69,127.74,135.91
28667,47.29,140.97,104.61
28668,5.2,99.7,11.12
28669,125.12,96.28,132.4
28670,120.77,63.98,35.29
28671,60.78,45.14,15.46
28672,75.36,126.89,23.08
28673,127.75,68.58,51.82
28674,108.99,54.14,27.59
28675,86.4,96.73,109.62
28676,4.85,22.88,91.28
28677,13.15,15.7,43.09
28678,7.49,28.88,28.47
28679,52.47,108.9,140.79
28680,1.08,14.65,85.96
28681,119.48,84.39,85.47
28682,95.77,57.03,110.4
28683,104.84,15.61,20.17
28684,52.26,62.18,6.47
28685,17.82,71.98,3.66
28686,103.0,35.48,98.19
28687,45.14,117.85,48.57
28688,101.43,51.68,103.14
28689,48.1,84.26,6.01
28690,4.17,80.4,4.15
28691,38.12,66.41,141.24
28692,84.83,14.49,16.45
28693,30.15,31.46,29.35
28694,88.04,78.48,64.27
28695,34.76,4.13,9.35
28696,66.72,140.02,76.31
28697,53.73,9.51,125.23
28698,24.44,121.08,139.74
28699,74.27,68.55,8.9
28700,48.16,81.06,72.54
28701,84.71,84.44,113.64
28702,12.48,104.12,108.17
28703,5.28,98.05,22.66
28704,120.46,73.75,12.24
28705,125.38,123.09,40.83
28706,58.86,6.36,105.69
28707,69.0,109.65,93.06
28708,77.93,90.39,106.69
28709,13.93,77.31,39.13
28710,76.81,34.42,22.87
28711,118.22,98.99,54.98
28712,17.38,65.85,45.3
28713,140.23,40.01,102.21
28714,99.96,29.02,103.74
28715,100.91,96.25,100.88
28716,12.9,88.08,3.9
28717,3.63,83.04,59.29
28718,73.63,119.03,79.74
28719,13.97,138.12,46.21
28720,24.66,81.99,12.84
28721,65.25,6.46,78.4
28722,63.0,29.04,123.06
28723,61.91,122.01,112.62
28724,64.96,118.38,18.84
28725,126.27,126.12,23.6
28726,73.04,107.79,102.16
28727,55.28,24.57,92.64
28728,22.08,94.23,139.69
28729,112.04,132.88,72.01
28730,22.37,81.07,50.66
28731,139.63,92.5,109.75
28732,68.23,83.37,102.99
28733,4.38,27.34,18.05
28734,9.71,48.12,106.11
28735,72.1,59.5,10.86
28736,13.63,79.96,48.35
28737,23.55,117.74,107.07
28738,119.04,1.07,66.87
28739,54.94,124.66,131.45
28740,117.75,101.31,80.82
28741,84.61,120.65,84.96
28742,16.54,40.37,118.05
28743,72.77,83.49,108.9
28744,132.8,135.02,90.41
28745,31.33,84.1,55.42
28746,69.55,104.87,114.69
28747,49.23,45.68,61.82
28748,65.2,138.15,12.85
28749,79.63,48.32,68.96
28750,6.38,20.62,64.74
28751,0.49,91.27,81.9
28752,71.19,94.95,76.15
28753,45.31,81.79,67.39
28754,22.12,93.48,77.26
28755,78.19,18.64,5.92
28756,70.64,50.67,63.17
28757,87.38,119.29,87.88
28758,15.68,116.35,89.77
28759,92.55,59.29,100.52
28760,57.84,9.15,97.27
28761,64.73,86.98,106.72
28762,23.19,92.67,75.96
28763,63.19,92.27,6.99
28764,46.62,89.2,127.72
28765,57.79,48.11,70.5
28766,15.93,51.91,112.59
28767,129.45,43.94,16.01
28768,51.72,76.31,19.99
28769,69.16,57.62,51.81
28770,17.27,37.69,98.44
28771,32.45,31.14,15.92
28772,126.51,88.69,63.94
28773,89.33,54.45,66.2
28774,29.16,125.15,138.07
28775,79.75,127.86,92.25
28776,77.23,41.43,46.89
28777,96.79,63.21,50.56
28778,62.46,107.4,125.28
28779,91.24,63.38,37.07
28780,28.83,87.73,113.79
28781,70.03,38.63,51.37
28782,62.53,137.45,6.36
28783,123.47,84.66,62.35
28784,4.2,42.6,0.4
28785,30.37,113.73,1.04
28786,44.34,49.4,89.35
28787,126.62,129.76,90.78
28788,67.41,57.84,52.5
28789,8.62,40.82,6.46
28790,57.83,75.37,56.95
28791,8.5,68.17,135.03
28792,91.31,139.19,39.27
28793,2.3,55.83,89.87
28794,79.82,127.97,92.27
28795,13.7,80.36,49.29
28796,54.72,132.05,98.03
28797,125.49,71.54,79.33
28798,12.72,53.28,110.02
28799,87.48,78.61,88.63
28800,63.56,55.46,116.66
28801,23.61,19.7,58.04
28802,29.79,109.85,103.68
28803,58.6,129.06,120.92
28804,65.48,87.67,72.12
28805,8.38,69.39,140.76
28806,97.84,52.41,69.55
28807,40.24,59.7,111.17
28808,54.42,86.2,108.79
28809,70.33,8.04,36.7
28810,78.59,138.7,26.38
28811,19.68,134.19,88.88
28812,35.17,40.17,125.6
28813,140.7,57.36,111.25
28814,9.35,34.38,27.81
28815,18.45,97.81,15.03
28816,112.33,133.94,11.88
28817,59.25,108.67,17.29
28818,110.72,0.58,40.22
28819,94.48,112.38,61.82
28820,139.93,124.25,99.44
28821,24.55,55.14,6.98
28822,136.0,6.09,92.23
28823,52.06,108.0,119.94
28824,140.01,101.26,8.97
28825,16.19,69.44,64.46
28826,98.17,83.05,75.55
28827,41.7,46.62,134.97
28828,138.34,101.71,8.69
28829,15.68,16.85,32.83
28830,118.6,91.57,124.83
28831,25.77,44.51,117.0
28832,111.37,57.48,2.52
28833,123.44,84.18,63.11
28834,37.99,134.2,26.69
28835,103.53,43.91,134.42
28836,41.21,127.07,69.76
28837,67.13,54.39,50.56
28838,66.07,126.73,38.65
28839,76.83,124.21,88.71
28840,92.12,106.86,126.61
28841,45.07,58.59,106.95
28842,99.14,26.86,67.02
28843,81.67,122.86,87.24
28844,79.51,93.76,43.88
28845,85.73,24.13,87.15
28846,42.73,132.44,81.6
28847,48.21,102.45,83.03
28848,58.95,81.14,20.13
28849,87.65,49.39,18.1
28850,45.79,126.78,49.42
28851,59.51,34.5,96.87
28852,24.01,60.55,135.11
28853,66.75,70.81,11.47
28854,54.91,9.28,102.49
28855,9.88,139.42,29.58
28856,69.62,55.49,52.31
28857,103.93,17.14,92.02
28858,112.89,30.97,100.41
28859,48.32,62.66,0.65
28860,133.99,122.57,99.22
28861,42.35,66.65,7.4
28862,110.16,55.84,89.15
28863,103.63,52.15,127.64
28864,95.08,50.71,87.82
28865,136.14,129.77,17.06
28866,9.36,29.5,26.75
28867,86.51,128.03,89.17
28868,27.41,74.96,129.18
28869,134.62,103.58,5.85
28870,24.27,120.06,112.82
28871,28.27,135.96,117.11
28872,70.14,132.13,42.25
28873,61.13,30.78,34.81
28874,53.77,107.89,129.51
28875,48.82,1.89,75.04
28876,38.18,75.99,91.21
28877,15.95,51.38,39.87
28878,55.22,69.93,4.05
28879,21.89,85.57,23.91
28880,75.46,49.74,84.05
28881,2.06,94.91,15.0
28882,102.65,61.5,99.35
28883,119.87,115.9,127.75
28884,120.92,83.31,92.7
28885,121.29,109.89,125.71
28886,10.05,47.62,106.41
28887,13.59,121.06,128.66
28888,27.07,134.02,104.99
28889,42.86,18.43,60.32
28890,8.73,69.69,137.94
28891,113.56,113.3,0.83
28892,8.93,91.25,24.47
28893,112.2,25.61,2.47
28894,42.63,47.74,88.3
28895,84.5,54.41,139.64
28896,140.37,1.3,122.41
28897,79.21,128.26,58.34
28898,124.09,115.59,12.87
28899,57.82,47.09,72.23
28900,51.04,11.71,107.02
28901,84.85,120.35,85.11
28902,51.22,56.56,73.5
28903,72.94,113.48,70.68
28904,11.14,62.52,23.46
28905,11.63,79.3,5.78
28906,48.21,4.14,85.83
28907,24.63,7.36,76.29
28908,126.88,70.79,67.5
28909,115.25,58.97,27.77
28910,54.09,101.83,40.0
28911,95.49,34.73,105.63
28912,13.84,29.63,12.08
28913,47.51,78.99,93.33
28914,76.7,133.36,82.0
28915,42.92,0.42,58.04
28916,101.29,137.41,68.48
28917,54.96,89.35,41.51
28918,61.8,38.85,140.75
28919,39.43,87.06,123.14
28920,99.94,40.2,29.47
28921,94.05,48.97,7.04
28922,64.32,108.82,119.68
28923,87.14,54.36,139.0
28924,59.25,140.49,1.18
28925,32.65,53.33,132.97
28926,22.61,119.56,9.77
28927,64.16,36.02,4.74
28928,56.22,110.24,97.89
28929,4.0,10.42,133.22
28930,74.76,42.82,79.03
28931,53.13,108.59,104.77
28932,109.07,6.58,53.52
28933,54.43,124.24,137.3
28934,57.91,53.43,78.53
28935,35.01,140.98,47.9
28936,98.59,30.21,12.29
28937,54.48,130.11,19.45
28938,103.61,19.65,94.19
28939,85.02,75.41,82.48
28940,22.52,82.12,18.89
28941,13.64,35.96,121.59
28942,46.05,113.35,61.99
28943,61.01,80.26,103.69
28944,49.0,60.34,2.98
28945,45.39,78.44,22.38
28946,93.23,138.87,47.01
28947,63.07,110.26,121.32
28948,66.05,116.43,85.18
28949,85.25,26.28,107.55
28950,28.68,43.27,28.82
28951,74.09,26.8,95.94
28952,13.84,79.83,49.62
28953,115.23,25.88,92.28
28954,78.07,7.88,130.04
28955,3.1,54.16,107.19
28956,119.06,136.34,27.5
28957,54.87,124.87,130.35
28958,116.97,97.69,139.21
28959,6.65,58.09,53.34
28960,57.73,53.74,107.21
28961,90.83,43.62,40.8
28962,110.09,61.2,41.27
28963,11.45,42.59,106.25
28964,38.11,62.78,122.91
28965,37.09,140.44,73.25
28966,138.92,128.27,13.28
28967,44.97,113.77,2.66
28968,13.03,69.43,18.34
28969,34.3,59.53,34.3
28970,61.8,119.92,117.34
28971,110.27,84.06,67.89
28972,7.34,118.76,26.14
28973,54.85,75.45,84.09
28974,48.38,75.58,22.22
28975,6.7,68.03,77.59
28976,139.5,101.77,9.33
28977,126.49,33.08,69.28
28978,119.33,134.04,80.28
28979,50.15,60.52,119.58
28980,80.56,87.73,98.79
28981,70.81,62.17,11.07
28982,4.23,138.69,73.01
28983,48.02,82.78,72.27
28984,85.4,25.83,88.09
28985,48.45,78.18,59.78
28986,62.22,126.83,76.05
28987,48.22,65.59,0.82
28988,65.48,95.14,23.27
28989,49.73,67.45,1.15
28990,138.82,27.9,94.15
28991,26.78,78.67,129.44
28992,106.37,29.59,102.45
28993,67.11,57.57,140.94
28994,127.61,85.87,102.09
28995,140.09,52.49,59.74
28996,43.31,47.23,77.38
28997,114.22,91.45,52.49
28998,117.24,110.08,7.28
28999,133.93,101.57,7.62
29000,134.11,0.06,79.21
29001,76.66,8.92,136.48
29002,114.58,119.1,15.0
29003,69.56,107.18,90.19
29004,84.15,118.07,72.33
29005,121.26,97.14,21.71
29006,131.81,8.42,36.96
29007,140.44,0.01,82.51
29008,14.77,80.06,48.77
29009,132.96,24.87,105.54
29010,17.89,46.53,101.38
29011,70.68,129.25,81.19
29012,25.18,48.14,50.93
29013,57.41,6.97,103.97
29014,118.07,102.84,115.5
29015,122.2,61.87,78.2
29016,70.14,51.06,47.04
29017,100.51,48.57,52.03
29018,116.54,111.15,129.74
29019,121.03,26.24,30.52
29020,64.58,40.05,49.04
29021,30.13,133.83,60.25
29022,130.22,82.5,53.08
29023,83.52,127.46,58.67
29024,11.17,58.48,85.18
29025,83.61,52.75,123.21
29026,38.58,77.88,134.27
29027,101.4,105.35,2.67
29028,97.05,113.32,55.44
29029,102.84,45.53,128.2
29030,77.61,60.01,65.28
29031,125.49,26.61,32.66
29032,50.05,124.98,0.32
29033,14.77,20.52,77.8
29034,42.87,74.73,24.1
29035,44.88,100.52,83.68
29036,104.88,52.18,129.36
29037,86.16,33.38,71.06
29038,109.37,49.78,29.03
29039,127.25,136.51,79.17
29040,16.61,27.4,1.31
29041,112.53,113.62,119.77
29042,30.29,66.6,83.51
29043,106.7,39.72,85.54
29044,98.4,48.77,8.1
29045,77.5,91.95,128.07
29046,7.21,96.38,61.53
29047,102.23,117.78,54.86
29048,124.89,103.08,131.14
29049,16.91,58.16,30.37
29050,35.18,137.85,70.02
29051,122.85,90.09,9.8
29052,0.97,86.68,59.49
29053,43.75,24.16,108.18
29054,28.14,58.01,136.87
29055,129.4,81.16,36.42
29056,75.98,122.55,88.08
29057,19.1,95.75,4.89
29058,119.05,47.99,41.76
29059,25.88,65.46,123.84
29060,19.6,74.15,5.42
29061,2.89,20.47,138.41
29062,109.74,125.24,126.39
29063,58.65,108.04,40.56
29064,107.94,40.82,71.57
29065,47.73,51.62,79.76
29066,51.93,15.66,16.01
29067,65.03,6.6,16.34
29068,115.99,78.05,124.28
29069,63.45,67.13,124.07
29070,38.58,131.46,69.77
29071,81.53,104.47,54.8
29072,114.18,24.83,106.71
29073,50.19,62.43,20.62
29074,121.84,135.01,25.1
29075,89.2,86.84,125.94
29076,19.68,127.65,63.28
29077,102.78,76.19,46.48
29078,20.22,77.84,66.24
29079,91.67,12.93,138.17
29080,56.64,70.2,140.59
29081,26.29,89.6,140.69
29082,81.58,55.55,66.49
29083,20.62,29.35,129.1
29084,9.7,18.95,81.03
29085,71.61,130.33,85.14
29086,48.31,102.35,82.95
29087,78.03,84.76,50.66
29088,69.14,57.18,52.28
29089,38.53,54.28,84.94
29090,128.14,137.59,80.02
29091,33.64,49.96,86.96
29092,15.42,68.17,7.97
29093,68.15,136.15,72.49
29094,131.02,72.7,38.87
29095,123.45,68.84,101.28
29096,134.63,103.1,8.42
29097,129.67,38.73,87.83
29098,38.32,74.87,90.38
29099,83.75,39.86,83.01
29100,140.09,107.54,83.56
29101,15.96,45.1,54.82
29102,100.9,108.05,3.55
29103,125.42,123.59,20.28
29104,99.12,78.05,38.97
29105,125.25,66.93,7.92
29106,132.97,11.18,126.44
29107,17.05,17.22,57.66
29108,97.76,49.84,5.77
29109,130.62,86.37,23.79
29110,127.16,136.71,79.5
29111,23.8,78.17,1.31
29112,110.62,114.85,86.4
29113,86.89,127.65,56.15
29114,54.64,101.0,66.19
29115,37.87,116.64,86.19
29116,17.32,106.56,73.98
29117,134.99,103.63,91.59
29118,14.79,89.9,79.88
29119,55.43,55.4,71.13
29120,121.44,48.45,20.62
29121,123.83,31.52,34.04
29122,63.49,120.18,83.5
29123,134.91,10.84,126.71
29124,41.46,72.3,67.83
29125,55.54,25.07,109.27
29126,35.86,123.84,22.91
29127,120.02,83.04,86.39
29128,94.8,130.23,64.78
29129,41.42,36.39,31.39
29130,57.19,55.45,106.81
29131,10.27,135.27,81.82
29132,40.71,67.84,101.88
29133,11.63,116.28,13.75
29134,89.8,75.5,134.22
29135,59.33,43.03,68.0
29136,10.39,104.13,49.38
29137,70.54,73.69,109.27
29138,109.13,27.34,5.28
29139,46.53,59.12,80.19
29140,98.2,93.95,100.36
29141,126.86,123.99,24.73
29142,45.81,49.93,118.53
29143,21.03,1.3,56.09
29144,72.86,102.02,3.97
29145,97.36,104.44,57.25
29146,10.41,95.54,64.62
29147,21.36,69.67,65.58
29148,45.42,51.83,37.01
29149,64.88,106.7,18.74
29150,127.53,107.23,87.04
29151,141.28,73.15,52.4
29152,69.19,133.37,66.09
29153,138.27,67.18,78.03
29154,35.31,80.34,86.34
29155,113.32,52.11,54.71
29156,113.72,52.75,7.94
29157,15.87,37.13,5.75
29158,105.47,98.21,42.33
29159,30.63,103.63,91.28
29160,96.52,112.7,51.63
29161,87.32,91.23,33.91
29162,95.41,114.91,77.19
29163,91.32,55.86,67.77
29164,120.19,65.72,12.69
29165,5.59,66.4,45.04
29166,124.63,102.42,26.03
29167,29.61,84.62,137.07
29168,51.33,124.58,139.83
29169,109.64,26.2,138.44
29170,37.96,66.27,141.21
29171,83.62,129.79,78.31
29172,125.33,95.26,67.92
29173,138.55,90.37,133.35
29174,62.38,77.2,106.02
29175,57.93,37.56,37.47
29176,36.51,74.06,27.53
29177,44.4,97.01,93.25
29178,140.06,39.83,101.44
29179,2.32,20.64,112.48
29180,69.51,58.26,52.01
29181,74.0,72.26,136.21
29182,111.31,4.14,128.93
29183,99.42,31.45,103.37
29184,86.81,49.55,44.4
29185,11.34,63.84,65.98
29186,98.81,65.31,57.98
29187,74.37,112.4,104.68
29188,80.38,64.35,113.42
29189,27.19,84.55,106.1
29190,9.71,38.6,64.49
29191,41.82,68.35,1.53
29192,22.71,42.19,112.38
29193,59.95,113.99,38.56
29194,21.89,35.31,0.83
29195,92.26,71.79,67.12
29196,75.97,76.52,71.26
29197,30.98,112.65,128.98
29198,65.91,113.54,92.11
29199,54.22,116.1,130.27
29200,5.83,56.11,69.53
29201,92.54,56.73,71.53
29202,94.79,134.51,71.63
29203,121.88,115.11,74.78
29204,58.84,123.19,124.95
29205,61.29,113.68,18.19
29206,112.39,64.95,92.53
29207,127.11,136.7,79.35
29208,10.05,15.23,102.32
29209,133.39,15.2,116.77
29210,98.8,137.4,75.59
29211,55.97,5.1,100.96
29212,70.98,117.74,115.41
29213,82.76,68.17,114.43
29214,10.91,45.38,129.06
29215,3.64,48.18,117.97
29216,106.34,9.07,53.3
29217,16.41,107.24,48.59
29218,69.84,57.19,53.09
29219,62.04,26.35,68.86
29220,16.74,103.55,3.4
29221,117.41,113.19,3.53
29222,131.99,98.15,11.97
29223,120.18,61.92,78.44
29224,54.45,18.83,111.61
29225,81.91,104.3,9.92
29226,132.18,125.82,107.57
29227,69.81,54.64,10.63
29228,5.34,99.67,126.73
29229,80.87,28.98,28.45
29230,68.57,132.85,34.76
29231,48.44,33.48,79.14
29232,26.19,87.53,57.88
29233,51.83,8.58,95.12
29234,57.68,44.07,74.98
29235,56.46,21.72,35.9
29236,82.64,39.68,93.6
29237,119.55,83.79,86.45
29238,76.21,43.04,77.3
29239,31.2,47.91,71.34
29240,17.01,59.89,80.72
29241,79.64,56.89,18.6
29242,2.68,14.5,86.0
29243,14.18,73.51,27.63
29244,118.0,62.91,29.18
29245,110.32,135.3,93.9
29246,12.25,53.49,110.61
29247,119.61,24.26,3.9
29248,103.89,47.9,66.0
29249,24.06,116.79,8.82
29250,122.89,82.86,82.61
29251,121.1,60.58,34.15
29252,5.82,28.55,36.17
29253,134.25,120.92,30.57
29254,16.43,89.43,134.31
29255,116.56,125.95,102.57
29256,69.28,138.96,41.14
29257,139.11,68.78,2.12
29258,91.41,56.09,70.5
29259,126.09,59.15,105.93
29260,29.67,67.96,78.66
29261,102.49,17.5,118.27
29262,99.64,41.14,20.52
29263,51.44,2.01,98.15
29264,11.94,105.25,67.12
29265,22.45,73.29,115.13
29266,119.87,86.04,37.06
29267,60.81,0.3,10.2
29268,126.98,68.75,75.76
29269,134.31,120.52,30.65
29270,23.23,8.78,39.25
29271,141.25,125.53,73.6
29272,13.31,109.68,122.76
29273,95.42,130.07,59.73
29274,67.1,119.57,101.6
29275,122.17,72.28,111.14
29276,125.24,102.82,26.05
29277,12.63,41.83,101.21
29278,55.49,115.41,12.39
29279,62.28,70.66,11.32
29280,122.96,113.85,16.34
29281,133.78,139.63,105.13
29282,7.55,42.4,6.41
29283,18.27,11.54,22.26
29284,24.35,70.87,65.51
29285,54.43,126.04,133.25
29286,110.76,77.0,72.07
29287,120.3,84.2,85.74
29288,20.57,130.47,124.2
29289,98.78,52.26,69.03
29290,68.95,43.34,65.99
29291,42.9,59.1,112.58
29292,14.21,25.57,60.42
29293,71.73,103.24,120.3
29294,113.1,62.68,76.94
29295,74.13,41.02,79.56
29296,67.8,133.48,9.39
29297,12.34,98.31,21.06
29298,25.92,101.67,47.35
29299,107.78,82.15,84.24
29300,24.95,72.45,47.94
29301,58.3,80.84,85.6
29302,65.31,6.32,122.9
29303,120.74,59.14,82.83
29304,96.42,77.26,44.55
29305,82.63,103.24,120.63
29306,53.48,14.98,61.94
29307,54.54,138.07,139.25
29308,62.76,108.01,126.06
29309,22.29,85.33,15.45
29310,48.17,34.57,1.3
29311,56.45,133.78,126.9
29312,126.97,99.45,30.9
29313,84.4,120.81,85.35
29314,97.41,49.93,8.64
29315,76.34,122.38,9.17
29316,121.58,85.89,130.06
29317,140.45,83.58,126.72
29318,68.58,136.89,108.45
29319,111.95,11.7,33.23
29320,68.06,102.59,129.36
29321,59.78,124.23,139.06
29322,18.19,66.7,0.39
29323,120.87,34.68,131.76
29324,87.31,20.11,102.86
29325,12.87,97.28,21.35
29326,92.84,101.6,140.61
29327,78.55,58.35,17.26
29328,50.83,129.52,2.32
29329,16.8,98.88,11.11
29330,98.98,51.78,12.07
29331,112.61,65.46,93.36
29332,53.03,124.61,137.37
29333,68.07,136.05,72.96
29334,131.35,138.65,94.17
29335,16.92,59.7,80.99
29336,71.38,61.09,10.22
29337,14.17,73.31,68.71
29338,14.6,80.4,48.68
29339,0.25,91.35,81.64
29340,100.17,29.02,104.83
29341,97.17,136.77,7.16
29342,76.71,7.87,97.78
29343,85.0,68.29,6.15
29344,80.74,87.61,99.21
29345,33.94,70.69,97.01
29346,78.91,138.63,26.19
29347,115.96,18.54,75.63
29348,126.54,105.17,14.92
29349,24.47,34.82,34.08
29350,104.2,112.28,132.05
29351,42.99,132.99,19.16
29352,52.64,38.34,48.19
29353,13.95,79.65,48.34
29354,23.9,109.36,76.98
29355,56.33,129.04,130.77
29356,13.94,61.49,82.18
29357,75.48,106.05,94.06
29358,58.6,88.33,72.91
29359,88.82,123.86,36.5
29360,64.16,108.52,85.83
29361,133.09,112.45,115.39
29362,32.93,70.51,97.17
29363,95.56,34.64,105.81
29364,52.37,76.84,7.54
29365,71.17,51.6,45.76
29366,17.4,36.06,8.65
29367,7.07,49.21,2.65
29368,24.73,98.61,73.35
29369,138.49,66.8,54.21
29370,104.93,117.43,55.95
29371,62.77,69.58,133.77
29372,64.47,108.83,85.27
29373,16.24,7.01,77.7
29374,17.28,75.06,36.44
29375,57.26,108.29,117.77
29376,52.31,105.9,137.82
29377,112.51,24.06,0.79
29378,134.99,86.98,8.43
29379,93.43,30.14,51.83
29380,95.02,27.01,135.98
29381,19.86,63.35,95.17
29382,116.76,1.99,54.28
29383,55.61,107.61,126.97
29384,42.84,135.09,17.94
29385,118.89,138.17,96.7
29386,103.46,102.61,2.19
29387,79.2,63.73,88.21
29388,79.07,73.47,8.78
29389,74.28,103.78,135.25
29390,81.59,127.98,45.76
29391,48.47,52.29,80.03
29392,108.13,117.74,15.5
29393,64.69,79.21,61.56
29394,79.63,91.4,109.13
29395,116.87,116.44,76.85
29396,55.39,132.09,130.97
29397,109.63,11.83,118.45
29398,86.39,114.62,40.03
29399,77.29,129.25,42.45
29400,134.41,129.96,102.11
29401,22.19,92.7,16.75
29402,68.81,35.97,49.11
29403,60.21,19.32,82.7
29404,82.57,71.7,103.52
29405,76.94,95.92,125.46
29406,130.17,131.04,21.17
29407,95.14,51.84,15.95
29408,13.5,43.45,71.48
29409,61.48,3.66,13.64
29410,135.42,11.76,31.32
29411,120.97,64.39,2.4
29412,70.99,79.11,27.17
29413,20.52,29.9,129.47
29414,131.5,127.61,95.79
29415,12.76,61.5,51.99
29416,100.15,11.96,89.99
29417,85.61,57.08,91.57
29418,58.44,110.25,120.65
29419,1.07,39.76,40.1
29420,64.55,137.46,92.59
29421,22.88,66.02,97.85
29422,20.37,82.57,33.87
29423,75.62,121.23,87.95
29424,49.32,60.83,41.72
29425,123.91,27.47,88.51
29426,103.71,23.95,105.46
29427,113.66,138.13,95.47
29428,59.02,46.37,11.02
29429,95.39,34.72,106.0
29430,70.59,109.18,104.08
29431,124.86,139.48,85.47
29432,69.23,51.33,3.87
29433,24.32,54.36,123.66
29434,125.56,98.43,118.67
29435,12.02,74.94,64.97
29436,108.19,68.08,89.97
29437,113.53,52.12,7.61
29438,52.86,17.66,7.24
29439,120.31,116.81,127.9
29440,56.36,103.61,101.3
29441,16.74,120.31,108.92
29442,121.62,102.38,79.39
29443,50.59,43.46,91.59
29444,126.6,77.92,87.74
29445,107.21,46.32,92.28
29446,103.1,20.79,121.17
29447,67.78,127.93,41.87
29448,90.42,120.2,65.84
29449,63.92,111.27,119.96
29450,6.16,53.62,86.0
29451,20.88,51.89,100.1
29452,51.9,82.95,23.65
29453,53.23,123.94,136.53
29454,136.24,2.64,78.64
29455,98.17,135.15,70.85
29456,69.68,134.8,43.23
29457,57.46,28.51,102.67
29458,125.19,6.95,79.76
29459,39.88,54.13,36.81
29460,76.68,75.75,106.27
29461,7.46,68.14,78.35
29462,21.69,73.18,114.99
29463,33.88,46.67,14.44
29464,126.6,136.13,78.62
29465,41.5,84.06,110.92
29466,27.89,95.01,84.56
29467,16.65,105.05,78.33
29468,47.26,85.07,10.34
29469,89.85,55.69,68.01
29470,77.32,114.16,74.32
29471,26.8,46.92,91.13
29472,52.35,124.71,135.82
29473,7.41,6.0,80.49
29474,6.91,42.77,6.43
29475,92.75,56.98,71.39
29476,97.41,95.14,42.75
29477,56.87,133.99,3.26
29478,62.73,70.65,11.84
29479,1.1,91.1,81.89
29480,52.21,59.35,31.35
29481,104.0,103.17,63.62
29482,53.86,23.19,11.55
29483,89.4,5.46,87.07
29484,75.5,109.09,31.68
29485,74.53,134.24,96.41
29486,119.55,137.07,50.13
29487,5.09,117.84,121.08
29488,113.47,103.0,141.22
29489,50.84,81.15,77.05
29490,96.68,63.2,84.32
29491,103.64,107.37,28.31
29492,89.69,83.93,98.37
29493,74.31,68.76,9.8
29494,58.34,113.84,128.56
29495,76.77,19.49,138.51
29496,118.94,84.22,85.88
29497,26.71,89.12,140.19
29498,36.12,128.67,56.93
29499,108.74,38.41,113.97
29500,134.26,129.12,100.53
29501,85.64,78.73,54.76
29502,16.4,2.43,77.63
29503,24.41,66.14,35.28
29504,70.26,135.0,43.55
29505,77.72,139.34,103.38
29506,83.79,4.9,88.11
29507,11.21,121.8,75.71
29508,86.59,67.68,109.17
29509,18.22,67.67,58.36
29510,67.38,92.93,70.55
29511,4.82,91.75,60.14
29512,38.23,118.29,8.37
29513,66.05,138.72,68.0
29514,56.34,104.66,54.68
29515,106.41,32.98,95.67
29516,112.49,13.95,77.29
29517,97.36,31.73,106.92
29518,70.33,134.14,6.26
29519,103.84,48.1,66.14
29520,114.23,118.33,15.23
29521,42.35,135.08,86.92
29522,120.48,61.65,44.95
29523,88.64,40.86,42.5
29524,37.82,12.04,75.23
29525,137.33,52.44,59.75
29526,56.99,48.62,70.53
29527,2.0,120.67,77.03
29528,109.5,108.07,77.34
29529,20.63,29.8,11.77
29530,53.81,129.19,138.2
29531,112.01,74.71,86.21
29532,19.2,32.61,39.96
29533,125.43,120.96,123.69
29534,118.61,0.13,64.17
29535,83.19,87.98,86.56
29536,54.48,66.11,123.04
29537,29.08,82.19,20.23
29538,70.42,109.04,114.18
29539,82.48,51.58,60.78
29540,130.74,140.14,45.89
29541,91.85,36.4,106.24
29542,84.15,65.07,55.42
29543,133.76,34.2,0.93
29544,109.89,65.76,3.47
29545,29.86,133.86,60.49
29546,9.03,128.17,20.3
29547,86.78,97.06,109.45
29548,132.42,5.37,32.89
29549,99.47,0.35,95.22
29550,24.74,33.25,129.36
29551,50.61,82.75,73.79
29552,11.93,60.6,53.02
29553,52.34,138.36,127.29
29554,68.46,56.52,52.05
29555,108.82,108.23,34.35
29556,79.89,138.73,90.87
