,xVal,yVal,zVal
995,111.91,128.61,4.65
996,71.09,98.2,20.61
997,49.38,51.67,79.96
998,139.26,85.93,29.5
999,57.02,128.86,131.13
1000,107.64,8.98,21.46
1001,113.01,50.91,94.15
1002,74.56,11.94,63.55
1003,74.63,115.61,55.06
1004,65.36,44.69,36.22
1005,60.92,69.79,38.92
1006,76.06,59.56,14.1
1007,108.91,43.29,106.06
1008,52.98,124.83,137.73
1009,109.19,31.18,26.73
1010,55.16,9.67,102.99
1011,1.55,80.77,85.19
1012,22.01,82.37,58.65
1013,73.27,34.52,85.74
1014,126.72,124.62,24.87
1015,56.46,73.32,55.35
1016,1.7,118.05,16.44
1017,4.3,102.78,26.27
1018,87.57,60.15,10.55
1019,137.58,44.41,13.0
1020,59.23,132.05,120.76
1021,75.47,96.63,93.52
1022,60.01,127.17,118.45
1023,110.27,118.39,89.89
1024,79.89,127.8,92.29
1025,83.67,69.61,37.59
1026,104.9,91.97,36.62
1027,117.28,104.69,7.35
1028,3.89,75.33,0.7
1029,26.12,67.46,115.86
1030,109.76,79.18,91.72
1031,47.04,13.79,86.88
1032,39.46,10.34,84.09
1033,136.98,2.17,23.92
1034,50.39,86.24,113.11
1035,39.31,102.13,127.91
1036,124.84,63.67,48.99
1037,67.72,76.4,114.3
1038,56.9,44.46,17.71
1039,39.85,53.6,37.52
1040,119.06,56.87,83.86
1041,39.14,66.73,49.93
1042,33.99,50.37,87.15
1043,29.02,41.35,0.75
1044,74.17,107.47,94.68
1045,126.78,68.57,76.06
1046,93.34,85.97,75.65
1047,63.64,68.2,74.71
1048,57.98,80.07,84.38
1049,54.28,107.59,123.81
1050,31.68,26.41,126.82
1051,121.88,107.67,21.62
1052,61.03,63.23,60.31
1053,54.21,86.37,34.04
1054,14.45,78.98,39.29
1055,138.85,3.46,82.77
1056,52.48,123.18,139.58
1057,118.08,140.88,91.46
1058,8.5,88.29,77.58
1059,72.2,77.48,30.6
1060,6.41,57.64,53.21
1061,82.79,122.83,30.56
1062,80.39,135.92,25.14
1063,63.93,133.98,45.39
1064,107.49,62.42,99.38
1065,112.2,54.46,3.51
1066,64.02,132.58,91.97
1067,102.36,136.38,66.37
1068,86.47,124.32,35.39
1069,69.38,57.26,52.13
1070,93.09,119.25,18.29
1071,108.75,109.1,69.57
1072,98.88,99.41,24.06
1073,124.27,61.46,53.25
1074,7.47,42.5,6.39
1075,45.87,100.34,83.42
1076,94.78,134.42,99.42
1077,59.05,124.63,76.12
1078,95.17,92.11,122.49
1079,74.02,129.5,57.97
1080,32.83,67.8,115.9
1081,139.96,78.2,32.81
1082,17.3,14.33,7.63
1083,72.78,77.79,18.5
1084,12.51,110.95,15.67
1085,42.87,138.29,20.13
1086,50.46,15.14,102.83
1087,24.18,0.52,80.12
1088,108.24,112.9,31.63
1089,65.02,78.97,101.19
1090,140.05,21.26,39.95
1091,72.12,58.79,11.17
1092,39.43,138.64,82.32
1093,130.74,59.95,62.29
1094,27.87,69.37,72.81
1095,11.18,68.62,51.62
1096,99.34,33.13,103.17
1097,58.67,124.4,123.95
1098,34.12,122.37,22.43
1099,136.76,95.41,127.63
1100,36.57,41.27,109.57
1101,37.71,102.01,122.5
1102,123.55,84.27,69.53
1103,53.61,59.35,23.83
1104,46.04,118.01,45.5
1105,137.02,40.07,35.3
1106,126.48,125.48,22.97
1107,115.9,37.61,102.45
1108,119.45,84.43,85.7
1109,126.69,68.49,76.09
1110,95.41,35.16,12.85
1111,28.65,5.31,91.09
1112,38.08,28.32,52.3
1113,25.57,54.25,26.03
1114,65.73,133.43,0.2
1115,81.28,127.47,44.51
1116,71.32,79.29,27.22
1117,88.61,44.76,68.02
1118,64.53,108.8,120.15
1119,137.11,41.64,96.65
1120,3.17,91.41,71.23
1121,84.9,11.44,131.88
1122,32.53,64.51,48.93
1123,81.05,59.45,29.03
1124,55.57,0.59,132.39
1125,136.4,59.94,57.68
1126,38.01,35.56,38.8
1127,122.19,139.72,67.73
1128,105.18,82.98,100.52
1129,134.66,131.11,125.6
1130,129.33,89.76,10.47
1131,94.4,38.23,124.57
1132,35.16,118.57,19.73
1133,86.25,89.46,11.9
1134,115.02,0.78,64.01
1135,22.69,19.36,33.38
1136,102.06,57.83,99.58
1137,120.9,97.33,81.77
1138,101.92,82.05,27.21
1139,14.56,110.56,77.42
1140,37.98,93.25,91.88
1141,115.13,52.45,8.05
1142,68.61,133.95,34.6
1143,46.37,51.53,65.3
1144,53.1,116.59,1.68
1145,124.34,113.91,24.01
1146,59.98,103.73,31.61
1147,46.53,46.02,48.7
1148,96.01,84.15,65.48
1149,101.82,137.47,18.44
1150,51.94,77.19,20.53
1151,28.16,112.47,59.97
1152,57.69,58.28,105.9
1153,20.18,4.48,77.8
1154,137.04,22.98,95.72
1155,11.76,65.69,53.0
1156,137.81,66.49,78.67
1157,135.95,31.62,93.26
1158,56.23,48.3,91.63
1159,112.17,9.24,19.01
1160,83.46,51.92,65.21
1161,117.11,13.76,76.62
1162,3.25,52.97,139.14
1163,79.79,55.15,18.8
1164,54.47,7.62,123.46
1165,80.0,37.43,50.05
1166,88.26,51.98,72.87
1167,90.15,115.29,88.97
1168,22.51,29.29,101.81
1169,71.26,71.82,10.31
1170,13.59,30.3,12.65
1171,23.89,8.55,126.37
1172,84.45,120.59,85.02
1173,25.41,74.88,38.75
1174,79.04,92.88,105.75
1175,112.17,94.3,101.84
1176,69.98,39.33,95.44
1177,112.56,80.39,35.13
1178,72.05,39.86,22.92
1179,42.62,55.89,6.61
1180,62.44,140.44,93.12
1181,94.68,8.3,134.15
1182,138.81,71.19,65.82
1183,126.91,86.75,132.95
1184,140.1,140.45,21.23
1185,85.41,39.63,45.76
1186,78.29,93.66,23.71
1187,14.34,6.97,46.47
1188,125.65,51.5,137.0
1189,77.37,64.58,43.62
1190,41.78,86.97,14.87
1191,124.09,133.68,23.6
1192,0.22,53.28,120.07
1193,112.67,91.98,137.76
1194,50.03,67.81,1.48
1195,77.81,73.87,104.48
1196,123.51,97.77,81.81
1197,89.34,63.58,35.78
1198,123.24,85.23,61.36
1199,134.25,54.65,124.45
1200,11.87,37.4,27.23
1201,99.47,35.62,103.84
1202,69.62,137.89,45.48
1203,13.17,93.1,87.35
1204,53.54,9.13,52.61
1205,25.1,107.21,25.42
1206,125.0,83.75,63.55
1207,107.34,42.06,56.13
1208,136.06,60.42,111.92
1209,109.65,6.28,111.43
1210,19.98,96.08,132.59
1211,131.05,102.52,113.52
1212,12.47,44.82,12.63
1213,88.98,96.73,121.13
1214,96.85,35.4,111.84
1215,56.29,117.71,91.63
1216,124.74,70.76,99.88
1217,56.46,8.25,43.52
1218,42.28,1.7,114.07
1219,48.98,79.94,73.38
1220,107.87,108.01,75.57
1221,62.85,123.14,117.1
1222,74.17,2.16,60.82
1223,60.09,18.1,55.29
1224,99.71,38.9,19.41
1225,32.93,139.98,70.85
1226,8.0,117.36,18.35
1227,34.34,43.6,2.65
1228,74.42,51.49,130.2
1229,122.0,44.4,29.84
1230,12.89,61.38,53.02
1231,25.72,68.02,116.77
1232,70.44,103.16,75.2
1233,9.85,42.6,12.82
1234,42.78,75.53,24.07
1235,137.34,103.08,22.54
1236,41.68,114.92,135.52
1237,63.05,120.41,110.33
1238,100.11,63.03,2.79
1239,63.55,23.65,54.65
1240,62.79,104.94,53.8
1241,10.07,3.96,100.99
1242,120.41,130.61,112.56
1243,61.54,140.93,56.15
1244,56.44,26.32,106.72
1245,12.06,4.87,73.72
1246,61.2,41.37,13.02
1247,2.13,0.97,77.94
1248,59.47,88.34,132.87
1249,16.78,32.05,101.09
1250,97.02,124.02,19.26
1251,23.89,60.17,132.38
1252,100.2,28.1,29.26
1253,37.76,56.1,36.32
1254,75.84,108.09,20.59
1255,97.21,6.52,20.77
1256,77.37,134.12,79.34
1257,30.04,0.33,25.26
1258,135.96,107.26,58.07
1259,26.75,88.88,140.0
1260,46.13,63.84,81.01
1261,49.11,79.25,68.32
1262,132.22,32.7,39.28
1263,61.38,17.24,120.54
1264,32.91,29.99,15.82
1265,28.63,1.86,32.42
1266,86.43,88.69,12.55
1267,16.97,12.81,35.77
1268,38.05,109.15,15.2
1269,130.23,126.88,49.22
1270,44.96,95.25,92.41
1271,120.12,84.4,85.94
1272,1.67,94.87,14.5
1273,22.48,52.03,124.33
1274,97.97,39.16,118.08
1275,68.3,136.05,72.76
1276,137.97,115.78,118.37
1277,64.15,108.96,120.31
1278,73.32,96.22,18.32
1279,82.52,89.31,73.42
1280,33.54,25.79,73.96
1281,23.87,73.6,125.21
1282,91.47,115.19,79.86
1283,88.93,74.7,126.85
1284,51.91,76.51,19.73
1285,93.69,139.45,46.93
1286,120.44,102.87,11.12
1287,6.73,101.2,4.8
1288,56.82,137.59,126.73
1289,11.42,60.91,0.83
1290,117.41,100.44,46.15
1291,53.85,21.86,95.48
1292,100.71,92.35,40.66
1293,106.86,125.08,112.06
1294,15.95,58.28,121.02
1295,129.16,98.91,124.27
1296,52.11,106.1,59.17
1297,124.94,105.3,24.49
1298,40.88,66.42,141.18
1299,24.67,36.15,112.12
1300,114.88,56.51,130.07
1301,4.2,46.88,25.95
1302,45.63,74.49,74.39
1303,106.62,54.29,136.17
1304,69.73,104.39,30.44
1305,102.08,109.11,80.86
1306,20.04,121.01,128.31
1307,101.65,130.51,14.07
1308,37.47,138.59,60.26
1309,123.28,78.13,38.3
1310,27.41,69.26,67.54
1311,90.74,112.24,9.59
1312,115.99,129.46,16.54
1313,112.29,133.8,12.42
1314,87.57,60.65,10.31
1315,30.02,14.78,100.19
1316,76.12,97.94,93.66
1317,45.5,24.33,63.52
1318,91.16,115.89,81.15
1319,63.51,12.88,62.2
1320,62.96,67.25,57.9
1321,57.63,112.99,128.85
1322,133.41,92.54,9.61
1323,103.06,7.94,88.78
1324,15.48,95.23,40.23
1325,12.5,53.2,108.28
1326,51.87,17.59,7.16
1327,28.96,78.39,111.59
1328,137.91,18.96,127.13
1329,29.49,67.4,32.6
1330,29.74,67.2,119.57
1331,65.51,122.2,114.72
1332,95.72,39.16,102.02
1333,61.32,73.11,136.57
1334,139.21,71.79,138.66
1335,79.22,90.69,107.97
1336,24.68,101.44,33.06
1337,127.89,41.67,74.25
1338,99.91,22.76,25.05
1339,69.88,108.13,104.63
1340,98.52,14.18,20.74
1341,98.86,31.86,103.46
1342,65.69,116.46,9.65
1343,15.0,107.37,77.02
1344,107.79,54.72,131.28
1345,57.78,59.73,135.34
1346,112.98,52.65,7.02
1347,103.18,11.92,134.71
1348,25.34,118.51,135.16
1349,73.05,88.69,10.14
1350,84.03,58.43,32.78
1351,80.19,52.65,127.78
1352,103.86,131.53,30.44
1353,22.98,118.98,138.56
1354,36.37,70.75,137.7
1355,106.95,117.68,15.84
1356,138.5,122.96,108.07
1357,131.09,75.25,126.75
1358,62.38,106.3,126.38
1359,136.11,124.25,109.96
1360,69.4,12.22,37.48
1361,31.87,140.6,70.47
1362,11.41,61.28,125.58
1363,114.81,83.76,22.67
1364,53.96,11.59,135.93
1365,107.39,1.11,0.14
1366,84.55,127.79,88.39
1367,62.12,126.48,111.69
1368,57.76,113.34,128.87
1369,46.66,6.19,13.88
1370,99.14,34.22,43.37
1371,29.96,55.59,35.88
1372,32.16,53.44,133.55
1373,120.09,48.75,20.89
1374,11.57,92.8,109.39
1375,52.13,92.82,56.41
1376,27.25,20.16,26.97
1377,37.41,43.47,81.61
1378,51.84,122.58,5.11
1379,112.78,116.96,129.31
1380,50.99,56.4,49.22
1381,12.34,52.83,109.09
1382,79.28,139.05,25.79
1383,52.18,107.9,5.43
1384,37.7,70.33,35.24
1385,61.36,112.56,128.46
1386,42.36,38.34,36.83
1387,60.92,72.28,39.66
1388,6.81,30.17,29.88
1389,119.37,84.24,85.8
1390,124.84,119.21,121.61
1391,64.7,88.27,2.83
1392,108.21,140.17,138.48
1393,13.14,74.82,106.29
1394,67.11,32.34,131.51
1395,8.55,7.58,58.54
1396,90.46,133.7,92.4
1397,20.44,24.07,101.18
1398,21.45,119.06,41.62
1399,100.76,50.55,23.89
1400,72.38,8.75,93.72
1401,95.72,89.31,126.17
1402,67.63,80.69,100.23
1403,68.69,2.43,27.44
1404,9.35,46.12,107.12
1405,57.87,42.41,86.11
1406,35.97,121.72,140.93
1407,131.25,120.81,67.09
1408,136.91,120.75,16.31
1409,58.3,43.8,75.89
1410,12.82,6.17,45.88
1411,128.65,80.62,61.37
1412,88.44,8.38,128.08
1413,21.45,108.63,56.16
1414,125.99,0.69,22.35
1415,48.92,31.81,40.84
1416,60.05,43.95,129.84
1417,26.45,88.95,140.35
1418,106.8,116.29,60.66
1419,75.28,131.07,92.74
1420,110.12,78.35,63.11
1421,65.67,5.26,74.25
1422,114.38,79.54,57.99
1423,102.68,139.12,137.82
1424,38.65,75.13,92.26
1425,8.79,96.85,43.77
1426,15.24,84.32,80.72
1427,17.76,113.63,113.23
1428,101.81,25.89,101.73
1429,78.6,91.86,108.86
1430,8.42,68.38,138.73
1431,115.9,122.53,12.29
1432,87.28,56.66,34.76
1433,125.62,130.06,68.26
1434,132.0,71.63,69.4
1435,133.0,56.72,24.48
1436,9.04,127.94,20.0
1437,62.57,96.63,77.01
1438,59.57,58.08,140.39
1439,74.73,99.83,68.79
1440,6.98,73.11,45.12
1441,108.29,99.04,84.47
1442,40.6,35.1,31.1
1443,17.31,26.83,33.47
1444,105.5,53.89,136.85
1445,79.32,42.05,114.04
1446,137.84,74.92,29.94
1447,114.19,45.68,29.76
1448,65.3,34.59,81.37
1449,139.33,101.77,8.92
1450,92.49,54.65,17.2
1451,12.41,39.22,106.17
1452,70.55,109.99,97.63
1453,45.54,139.66,80.14
1454,79.77,90.17,14.45
1455,62.09,81.03,62.22
1456,129.01,21.3,95.42
1457,104.89,82.89,73.62
1458,43.61,67.45,0.16
1459,120.43,5.42,86.57
1460,138.25,102.54,8.09
1461,87.96,126.38,88.45
1462,51.69,97.81,46.99
1463,45.84,87.7,80.41
1464,36.09,126.27,106.13
1465,4.72,97.16,26.32
1466,106.39,78.67,81.62
1467,83.27,85.59,34.27
1468,56.66,71.57,62.75
1469,21.15,1.69,56.24
1470,116.34,122.77,26.31
1471,35.95,130.36,139.3
1472,126.26,62.41,74.19
1473,110.76,23.97,102.29
1474,17.04,109.71,136.21
1475,53.47,82.15,23.38
1476,105.49,39.04,95.46
1477,64.86,109.54,85.27
1478,74.98,105.14,94.22
1479,58.47,112.0,128.67
1480,21.96,13.39,27.23
1481,25.79,20.16,101.72
1482,44.8,133.62,52.17
1483,133.75,58.65,3.04
1484,87.41,128.05,88.73
1485,19.93,54.81,47.65
1486,77.42,128.98,39.59
1487,134.41,56.96,33.75
1488,139.85,131.33,37.2
1489,96.19,94.1,68.13
1490,96.5,131.77,101.82
1491,49.31,59.53,40.75
1492,86.23,96.38,109.37
1493,117.71,29.71,140.39
1494,57.14,43.22,75.65
1495,114.66,130.57,15.37
1496,63.91,62.53,107.77
1497,119.67,66.55,99.96
1498,122.87,69.49,101.16
1499,42.65,82.46,105.0
1500,104.44,21.25,101.6
1501,6.26,41.08,109.35
1502,121.08,133.65,137.88
1503,122.86,13.17,12.96
1504,7.53,96.09,92.5
1505,102.14,41.75,32.27
1506,66.49,120.36,114.46
1507,56.47,46.1,97.25
1508,85.71,53.35,3.38
1509,79.96,130.11,95.57
1510,112.23,94.19,101.96
1511,134.64,66.41,43.15
1512,51.04,124.51,140.03
1513,55.93,74.27,93.04
1514,134.46,93.99,137.73
1515,139.64,47.22,101.89
1516,52.4,62.08,68.51
1517,42.39,19.37,24.09
1518,91.31,112.21,9.54
1519,62.61,5.31,43.62
1520,18.64,120.81,98.64
1521,21.34,82.76,22.76
1522,44.8,119.67,16.07
1523,134.88,57.88,122.7
1524,35.29,64.19,31.78
1525,74.26,92.89,90.94
1526,30.2,115.4,0.79
1527,27.31,70.21,68.26
1528,49.51,88.8,75.12
1529,133.5,4.52,77.51
1530,66.63,94.81,23.26
1531,80.41,88.78,99.22
1532,100.85,36.09,35.3
1533,55.31,124.91,130.92
1534,108.55,117.65,15.77
1535,32.24,68.0,38.81
1536,25.92,9.95,39.01
1537,67.03,8.03,128.15
1538,97.59,49.92,5.14
1539,19.9,62.6,98.28
1540,4.05,63.57,28.12
1541,36.07,75.32,85.18
1542,27.78,134.53,17.01
1543,97.04,49.69,92.14
1544,81.18,26.63,47.74
1545,74.26,126.29,93.3
1546,78.3,92.59,105.76
1547,13.34,96.85,21.34
1548,133.95,58.3,123.32
1549,60.86,84.65,24.53
1550,79.66,70.84,56.93
1551,55.38,27.36,90.97
1552,31.69,28.43,22.76
1553,93.56,95.14,117.2
1554,75.27,99.4,94.11
1555,70.16,106.93,125.05
1556,126.46,96.98,42.89
1557,2.14,42.99,112.54
1558,61.06,90.41,19.69
1559,76.34,137.09,105.83
1560,77.58,107.5,91.65
1561,40.2,10.57,102.27
1562,129.4,86.29,66.53
1563,124.01,97.81,81.21
1564,6.29,43.25,61.22
1565,33.92,84.88,3.98
1566,29.54,84.96,55.59
1567,51.83,137.45,12.34
1568,92.28,52.34,16.69
1569,128.29,98.15,80.31
1570,43.21,67.36,0.24
1571,106.4,88.57,85.63
1572,111.3,109.59,8.47
1573,103.9,67.01,88.3
1574,113.28,90.42,126.59
1575,128.04,117.56,49.88
1576,58.83,48.02,111.36
1577,37.75,75.23,92.37
1578,35.34,112.18,93.61
1579,48.92,120.57,72.69
1580,31.15,96.66,101.95
1581,114.85,105.27,1.5
1582,30.34,27.02,18.45
1583,137.98,6.29,66.61
1584,79.58,129.8,97.43
1585,82.06,64.26,10.07
1586,82.21,127.72,59.2
1587,37.88,58.91,4.95
1588,52.43,11.06,131.79
1589,77.56,100.1,98.49
1590,78.7,32.37,105.77
1591,99.07,32.04,65.07
1592,79.74,82.96,131.5
1593,65.13,0.7,48.63
1594,77.67,101.44,13.31
1595,102.05,130.36,51.18
1596,82.94,51.05,64.97
1597,128.47,60.26,40.41
1598,12.29,53.4,114.14
1599,17.58,58.65,56.54
1600,95.71,53.54,83.91
1601,70.22,108.89,21.93
1602,123.57,84.87,61.56
1603,81.14,78.45,117.87
1604,70.66,118.01,115.46
1605,71.71,8.48,17.29
1606,6.3,88.54,8.73
1607,76.82,72.75,36.42
1608,12.2,16.43,46.3
1609,51.92,76.85,19.96
1610,36.23,94.72,30.61
1611,31.01,51.45,84.55
1612,75.16,68.22,46.97
1613,101.91,62.08,99.65
1614,42.6,137.8,75.95
1615,104.8,64.79,21.86
1616,37.8,82.94,41.81
1617,139.87,61.12,53.97
1618,108.82,93.92,92.37
1619,64.73,79.09,60.82
1620,62.76,50.85,111.12
1621,57.99,11.01,11.91
1622,75.53,61.9,48.44
1623,106.3,137.22,59.22
1624,123.99,135.13,23.74
1625,59.96,6.18,119.33
1626,135.16,2.78,98.75
1627,103.32,61.69,98.73
1628,13.73,78.68,48.59
1629,71.32,108.22,114.69
1630,25.6,86.85,33.97
1631,109.49,26.53,83.14
1632,47.27,4.41,77.01
1633,13.56,107.81,57.67
1634,27.32,88.85,102.72
1635,125.83,15.37,16.93
1636,25.66,67.15,116.16
1637,68.87,56.31,51.29
1638,28.11,108.52,132.66
1639,112.49,140.93,61.68
1640,67.02,124.32,85.11
1641,55.39,114.34,13.19
1642,114.61,114.31,127.63
1643,17.16,6.52,56.67
1644,134.44,101.28,88.41
1645,18.72,98.02,14.57
1646,64.53,134.57,42.9
1647,84.29,95.53,80.72
1648,18.29,5.05,95.35
1649,138.34,101.8,8.76
1650,81.68,124.27,135.08
1651,100.85,41.18,11.71
1652,91.1,16.71,3.57
1653,65.97,75.85,60.87
1654,138.28,74.3,40.88
1655,67.73,119.56,113.9
1656,70.88,73.56,131.51
1657,11.32,6.13,44.48
1658,30.77,90.26,52.08
1659,32.05,59.27,109.49
1660,58.3,114.65,2.92
1661,133.47,74.36,13.33
1662,15.89,66.39,135.84
1663,89.64,52.36,73.25
1664,80.22,57.97,18.74
1665,46.41,40.98,32.68
1666,91.37,39.27,68.04
1667,45.69,70.61,93.36
1668,128.46,11.8,46.06
1669,78.72,5.73,71.81
1670,75.21,18.2,97.47
1671,86.34,88.91,12.41
1672,14.9,102.95,30.99
1673,54.42,7.94,135.13
1674,107.72,69.22,4.87
1675,11.5,75.0,64.89
1676,34.47,132.86,16.01
1677,93.95,116.9,79.01
1678,30.7,15.98,112.39
1679,14.29,139.67,48.08
1680,92.7,32.23,83.27
1681,89.32,137.74,37.95
1682,50.2,65.49,1.92
1683,58.46,66.6,68.34
1684,45.29,69.28,2.4
1685,98.67,36.43,106.74
1686,44.14,133.46,115.92
1687,110.68,47.42,89.58
1688,100.68,47.89,57.79
1689,32.45,78.48,22.84
1690,89.64,42.74,38.38
1691,100.49,122.87,107.97
1692,136.11,57.06,124.11
1693,41.29,35.67,31.65
1694,20.04,52.77,9.26
1695,63.37,125.08,39.16
1696,136.0,141.12,89.12
1697,62.8,4.68,44.1
1698,95.29,33.06,103.83
1699,2.88,87.04,127.78
1700,78.32,67.72,54.55
1701,26.91,53.31,28.36
1702,104.03,30.63,126.49
1703,24.17,140.13,82.02
1704,79.63,57.02,18.58
1705,45.66,80.34,67.16
1706,60.63,7.2,42.53
1707,130.88,108.25,76.82
1708,129.91,79.79,60.76
1709,85.85,121.5,84.43
1710,69.79,55.36,51.45
1711,128.28,53.34,130.58
1712,57.8,130.27,94.48
1713,41.04,60.3,140.19
1714,15.58,50.29,115.53
1715,52.9,32.99,2.01
1716,8.0,7.06,40.88
1717,128.42,84.14,1.46
1718,57.26,130.07,96.17
1719,133.74,88.84,8.51
1720,46.94,1.67,107.9
1721,106.62,49.35,124.11
1722,127.08,105.13,138.19
1723,99.14,8.15,138.38
1724,79.9,91.05,108.14
1725,51.24,116.55,138.22
1726,119.11,5.95,16.36
1727,100.76,36.59,14.16
1728,132.92,54.6,130.62
1729,29.51,32.88,127.52
1730,75.3,1.77,28.96
1731,127.03,127.02,128.84
1732,94.43,83.57,94.89
1733,64.33,80.54,23.33
1734,81.41,42.12,114.32
1735,108.52,47.36,19.98
1736,52.12,58.17,102.47
1737,95.56,49.64,27.06
1738,44.9,110.27,81.49
1739,86.02,96.58,109.73
1740,117.58,111.64,22.79
1741,25.76,57.5,102.96
1742,76.24,55.99,110.62
1743,4.57,80.82,2.64
1744,124.31,82.67,63.59
1745,77.71,135.44,81.0
1746,90.93,115.9,94.09
1747,17.6,68.31,24.36
1748,56.13,25.49,106.73
1749,37.82,67.44,47.26
1750,78.77,10.62,72.54
1751,109.52,136.24,36.53
1752,112.49,38.81,125.86
1753,68.44,58.44,42.24
1754,56.8,38.02,102.34
1755,38.35,23.54,131.82
1756,62.19,26.24,65.05
1757,16.63,5.82,55.48
1758,117.42,66.8,18.71
1759,133.51,18.12,98.3
1760,5.31,34.38,34.97
1761,30.33,67.77,79.4
1762,121.45,141.1,66.78
1763,47.58,127.68,62.8
1764,57.7,111.79,129.41
1765,71.48,59.58,10.4
1766,93.87,62.54,6.17
1767,111.76,65.13,92.15
1768,25.88,15.3,34.61
1769,96.58,35.75,43.06
1770,50.42,132.42,101.55
1771,68.66,133.32,35.15
1772,64.31,123.74,32.32
1773,102.06,128.84,135.88
1774,49.19,127.01,137.4
1775,113.84,0.67,60.3
1776,92.2,138.93,88.65
1777,27.33,88.79,140.68
1778,59.35,43.6,75.93
1779,113.7,7.47,10.66
1780,62.6,4.95,44.18
1781,124.05,15.36,86.06
1782,103.11,41.18,32.32
1783,83.2,4.17,80.78
1784,73.86,107.99,93.75
1785,45.28,81.15,66.61
1786,117.13,1.86,55.53
1787,65.36,0.02,42.68
1788,130.7,119.88,92.32
1789,8.56,76.19,49.06
1790,78.44,93.02,105.88
1791,37.21,121.41,1.57
1792,108.74,29.09,4.2
1793,116.16,62.98,95.08
1794,79.44,57.97,18.46
1795,107.37,139.5,132.84
1796,68.57,130.11,39.46
1797,23.68,138.78,56.7
1798,119.6,21.64,89.94
1799,63.07,95.89,19.29
1800,57.69,80.95,19.69
1801,84.65,125.84,36.59
1802,118.54,100.21,125.06
1803,74.03,63.67,48.77
1804,100.14,0.34,80.74
1805,88.49,118.43,93.47
1806,11.56,71.24,50.61
1807,81.3,3.17,58.16
1808,23.28,121.81,27.79
1809,37.67,19.05,104.68
1810,113.95,91.46,118.66
1811,12.76,74.62,40.15
1812,53.0,26.16,30.51
1813,51.8,76.53,19.76
1814,20.67,2.16,56.07
1815,71.21,50.45,62.94
1816,10.23,106.9,53.46
1817,27.62,28.68,138.71
1818,75.32,118.72,25.25
1819,27.85,107.18,59.92
1820,136.77,53.61,82.57
1821,24.9,56.95,62.15
1822,6.79,42.29,6.51
1823,14.96,54.35,102.1
1824,63.66,120.64,98.82
1825,43.7,130.05,71.82
1826,26.35,104.29,34.25
1827,104.91,133.5,135.52
1828,15.58,96.04,24.09
1829,78.66,65.94,40.34
1830,26.67,2.19,92.23
1831,31.47,90.51,52.0
1832,82.99,57.21,4.28
1833,90.75,124.4,39.66
1834,77.13,53.1,92.19
1835,139.16,140.81,82.19
1836,83.57,96.25,107.84
1837,139.37,15.48,23.02
1838,24.17,15.31,71.02
1839,84.1,130.88,103.27
1840,12.61,69.76,76.16
1841,2.25,63.73,58.27
1842,127.34,139.99,58.47
1843,6.03,118.85,109.83
1844,82.5,11.18,103.71
1845,16.35,134.22,24.34
1846,14.36,10.6,45.78
1847,54.37,9.65,135.05
1848,117.01,43.11,67.53
1849,28.43,123.4,23.87
1850,139.32,16.3,15.98
1851,51.36,85.56,12.14
1852,84.14,71.01,100.12
1853,115.17,123.08,73.26
1854,83.72,81.89,84.48
1855,1.61,109.42,99.96
1856,37.6,93.02,92.73
1857,111.66,26.41,2.75
1858,76.69,135.9,95.89
1859,81.17,58.93,28.47
1860,100.82,13.4,20.9
1861,22.81,55.64,42.75
1862,56.74,79.06,64.43
1863,61.13,39.75,132.98
1864,67.68,56.45,140.66
1865,14.58,14.07,45.98
1866,6.0,48.56,102.05
1867,110.13,133.11,114.79
1868,95.6,83.83,62.98
1869,64.95,103.33,129.58
1870,95.69,114.06,78.07
1871,137.56,51.94,95.39
1872,87.89,26.44,9.72
1873,131.82,54.04,37.72
1874,0.15,84.35,126.94
1875,6.87,104.97,32.45
1876,33.23,75.68,122.96
1877,62.53,77.93,97.24
1878,133.16,43.93,12.65
1879,69.33,73.69,57.94
1880,77.63,130.14,23.64
1881,127.03,120.88,117.61
1882,89.69,84.28,140.83
1883,30.73,85.57,80.07
1884,45.68,64.17,98.66
1885,72.16,59.61,10.82
1886,109.98,96.72,42.68
1887,19.56,24.05,83.99
1888,60.79,5.28,44.76
1889,54.75,12.6,9.01
1890,54.82,140.84,32.67
1891,117.53,94.91,22.29
1892,139.7,74.11,122.94
1893,95.31,35.23,104.87
1894,16.02,51.07,115.15
1895,53.29,78.86,86.15
1896,20.87,78.23,2.48
1897,85.89,124.35,22.85
1898,6.04,57.86,87.72
1899,50.81,139.81,27.57
1900,11.92,60.69,53.23
1901,85.76,38.47,45.85
1902,45.32,68.57,28.41
1903,121.3,47.58,38.6
1904,57.73,113.13,128.86
1905,127.19,119.74,22.02
1906,17.16,9.21,0.79
1907,57.84,44.03,75.32
1908,77.52,57.94,16.68
1909,9.41,89.9,81.79
1910,39.32,102.94,100.85
1911,66.97,6.62,39.33
1912,87.3,129.65,47.1
1913,112.24,54.2,43.35
1914,102.46,7.98,101.44
1915,51.28,92.32,94.26
1916,79.51,48.31,68.56
1917,6.03,79.5,43.83
1918,119.83,83.28,86.21
1919,89.93,131.74,88.59
1920,55.5,136.01,3.27
1921,59.82,32.03,138.16
1922,118.73,21.18,102.14
1923,105.53,31.25,34.38
1924,57.3,72.01,9.18
1925,69.44,57.63,52.47
1926,28.55,123.49,23.39
