,x,y,z,flag
6696,27.31,67.46,76.25,2402.0
6697,75.28,41.88,79.04,315.0
6698,112.31,96.17,80.19,4646.0
6699,117.17,4.31,75.75,4647.0
6700,74.37,113.39,139.53,4648.0
6701,50.38,36.52,46.97,4649.0
6702,129.27,126.49,105.26,4650.0
6703,103.33,45.38,128.05,4469.0
6704,128.34,136.85,80.08,192.0
6705,117.98,140.36,23.88,4651.0
6706,93.46,85.68,75.28,920.0
6707,61.74,94.58,123.27,4652.0
6708,72.07,13.39,48.07,2721.0
6709,62.98,123.19,85.87,4653.0
6710,128.67,69.73,55.29,4654.0
6711,78.92,93.66,113.56,4655.0
6712,130.7,128.66,94.61,3635.0
6713,125.38,59.68,78.63,4656.0
6714,99.89,112.21,76.89,1798.0
6715,80.65,120.23,84.78,215.0
6716,70.41,102.7,117.9,4657.0
6717,94.68,53.4,8.38,4658.0
6718,61.29,107.5,126.15,29.0
6719,81.06,122.78,88.54,2955.0
6720,84.42,133.36,70.85,254.0
6721,94.74,115.54,77.82,834.0
6722,114.08,23.08,139.13,4659.0
6723,88.1,22.63,89.88,4660.0
6724,60.68,120.81,118.93,530.0
6725,44.16,49.29,88.76,1866.0
6726,129.48,139.41,80.83,192.0
6727,18.88,78.41,105.05,4661.0
6728,113.32,105.81,1.64,1343.0
6729,39.53,76.61,90.53,329.0
6730,132.76,41.49,33.82,4662.0
6731,140.73,87.35,20.69,3059.0
6732,25.62,67.93,120.18,20.0
6733,31.59,109.32,71.86,4663.0
6734,22.53,86.14,29.4,4664.0
6735,114.17,91.1,52.77,2287.0
6736,88.85,1.98,87.37,4665.0
6737,137.51,70.54,44.64,4666.0
6738,99.69,31.71,103.57,82.0
6739,80.9,88.96,99.45,1303.0
6740,46.04,77.0,71.67,4667.0
6741,82.69,67.17,94.2,4668.0
6742,61.68,69.31,133.43,4669.0
6743,131.81,101.66,123.92,4670.0
6744,133.52,28.87,91.18,4671.0
6745,30.35,82.88,54.84,513.0
6746,76.06,65.4,110.7,4672.0
6747,45.37,80.88,66.34,45.0
6748,20.21,134.26,88.02,3409.0
6749,86.49,88.51,12.58,991.0
6750,68.66,2.2,27.55,726.0
6751,97.84,87.95,44.22,4673.0
6752,24.25,66.1,35.28,4618.0
6753,62.85,84.14,22.05,1504.0
6754,39.36,68.01,27.94,4674.0
6755,49.22,74.65,132.23,4675.0
6756,60.26,120.98,122.45,246.0
6757,69.58,57.4,9.88,419.0
6758,33.67,28.82,36.21,4676.0
6759,69.65,58.65,51.89,158.0
6760,12.89,78.16,36.33,123.0
6761,31.11,100.27,110.71,4677.0
6762,27.92,69.04,69.21,132.0
6763,112.34,124.74,32.97,4678.0
6764,118.1,120.27,9.97,4679.0
6765,51.81,76.39,19.71,84.0
6766,81.71,48.33,120.95,4680.0
6767,77.79,79.5,49.41,4681.0
6768,31.66,116.59,84.72,4682.0
6769,43.48,51.22,0.58,3573.0
6770,38.45,44.08,7.71,4683.0
6771,31.51,111.66,118.81,4684.0
6772,32.93,60.21,140.01,3321.0
6773,21.57,28.56,68.89,4685.0
6774,2.07,74.48,83.29,4686.0
6775,14.34,41.42,111.06,4687.0
6776,63.34,120.84,117.45,530.0
6777,12.73,53.01,109.92,1144.0
6778,77.63,99.45,124.2,4688.0
6779,125.97,103.59,125.21,1923.0
6780,46.37,17.25,30.89,1669.0
6781,121.52,47.86,20.31,62.0
6782,6.15,53.47,32.02,4689.0
6783,17.72,94.48,46.4,3166.0
6784,126.42,99.96,73.26,4690.0
6785,110.76,73.85,86.43,4691.0
6786,138.3,109.81,132.26,4692.0
6787,125.37,128.62,127.41,4693.0
6788,20.95,103.61,80.56,4694.0
6789,108.7,87.12,31.02,4695.0
6790,87.19,65.04,18.42,4696.0
6791,63.3,94.46,20.83,790.0
6792,103.1,90.44,2.12,4697.0
6793,27.83,13.9,115.96,4698.0
6794,20.21,69.14,125.89,4699.0
6795,13.35,75.81,39.23,123.0
6796,52.23,58.44,32.04,2393.0
6797,29.1,82.54,14.55,4700.0
6798,21.47,81.09,24.23,685.0
6799,75.82,82.28,99.68,616.0
6800,30.87,70.2,101.32,2523.0
6801,127.17,124.35,25.46,396.0
6802,80.04,51.53,41.72,875.0
6803,26.09,87.42,21.13,2511.0
6804,101.38,7.77,98.45,4701.0
6805,102.68,45.85,128.58,4469.0
6806,48.09,82.42,117.51,4702.0
6807,28.16,87.74,0.65,2527.0
6808,39.27,63.47,101.52,4703.0
6809,134.44,67.48,77.05,3502.0
6810,55.18,138.65,15.33,4704.0
6811,41.81,10.03,42.63,4705.0
6812,138.8,28.81,81.73,4706.0
6813,67.47,62.48,140.03,4707.0
6814,123.51,134.27,24.35,99.0
6815,35.06,64.48,88.45,4708.0
6816,103.88,128.61,53.06,4709.0
6817,112.05,25.24,2.1,1549.0
6818,56.27,113.66,12.51,222.0
6819,74.12,19.58,4.52,4710.0
6820,25.1,34.64,124.27,4711.0
6821,137.88,102.87,112.61,60.0
6822,2.33,105.2,110.19,4712.0
6823,61.9,3.96,12.59,2986.0
6824,69.82,139.25,64.18,4713.0
6825,104.56,27.6,124.91,4714.0
6826,100.8,36.11,35.37,1304.0
6827,46.87,66.87,83.49,4715.0
6828,60.61,94.72,65.1,4716.0
6829,140.58,53.98,65.97,1853.0
6830,102.06,130.3,13.67,406.0
6831,44.35,5.8,90.48,4717.0
6832,26.77,80.87,52.6,4718.0
6833,126.77,124.5,24.04,396.0
6834,53.37,108.97,136.87,4719.0
6835,65.64,53.76,136.64,4027.0
6836,15.45,31.94,10.35,1668.0
6837,88.64,57.05,119.83,4720.0
6838,13.57,134.9,89.33,4721.0
6839,15.83,26.93,28.75,4722.0
6840,122.48,85.98,136.44,4723.0
6841,18.35,48.47,118.59,4724.0
6842,88.66,17.82,37.83,4725.0
6843,28.3,105.0,28.95,4726.0
6844,10.52,58.47,58.08,4727.0
6845,11.8,131.09,23.13,4296.0
6846,2.18,45.59,9.6,1783.0
6847,34.02,53.8,132.25,1180.0
6848,110.38,107.2,77.7,31.0
6849,101.64,18.1,118.47,4728.0
6850,83.61,4.06,81.28,1494.0
6851,61.34,5.78,13.33,2986.0
6852,22.02,29.71,15.95,4729.0
6853,49.71,30.0,117.2,4730.0
6854,7.08,92.17,126.8,746.0
6855,138.84,60.22,121.92,4731.0
6856,66.12,127.47,35.51,4158.0
6857,87.26,53.51,5.05,4732.0
6858,94.3,46.41,22.77,1.0
6859,125.06,32.02,136.72,4733.0
6860,115.96,78.64,1.04,4734.0
6861,5.81,43.89,109.05,2708.0
6862,55.03,124.87,131.18,1305.0
6863,92.23,52.18,16.78,1240.0
6864,126.67,102.45,25.28,740.0
6865,47.24,131.96,55.69,4735.0
6866,14.47,6.99,46.46,274.0
6867,65.53,59.61,35.92,2347.0
6868,4.81,55.08,91.73,4736.0
6869,18.94,86.35,129.08,4737.0
6870,30.83,85.8,22.6,1821.0
6871,60.11,75.02,60.43,4738.0
6872,111.62,109.53,7.98,1335.0
6873,126.43,129.43,89.9,472.0
6874,9.25,128.0,20.15,1231.0
6875,112.4,42.48,75.46,4739.0
6876,113.45,54.27,110.14,4740.0
6877,80.21,44.82,113.69,4741.0
6878,15.81,112.63,76.8,4742.0
6879,45.19,97.71,39.93,4743.0
6880,128.45,43.37,16.31,2194.0
6881,92.46,120.62,101.61,4744.0
6882,37.44,1.5,26.32,4745.0
6883,7.44,72.85,45.89,1234.0
6884,4.58,138.81,85.73,4746.0
6885,87.11,61.4,9.15,225.0
6886,16.65,89.92,80.86,2319.0
6887,61.53,104.16,15.57,768.0
6888,106.83,40.89,13.96,4747.0
6889,52.14,25.14,45.05,4748.0
6890,57.52,43.17,95.9,2061.0
6891,127.34,76.97,106.31,4749.0
6892,59.6,39.39,44.2,4750.0
6893,67.23,55.25,67.65,4751.0
6894,66.04,119.97,114.35,1286.0
6895,100.45,135.85,69.42,223.0
6896,92.56,13.17,124.06,4752.0
6897,11.15,59.49,14.97,4753.0
6898,22.3,15.16,69.0,4754.0
6899,30.54,134.67,38.03,4755.0
6900,57.75,47.36,72.73,122.0
6901,9.53,131.21,77.67,4756.0
6902,126.73,62.3,5.35,4757.0
6903,56.6,72.17,9.36,629.0
6904,85.25,128.8,113.32,668.0
6905,61.68,75.84,103.5,4758.0
6906,123.61,133.74,24.09,99.0
6907,109.43,136.56,91.05,4759.0
6908,73.81,47.16,101.56,4760.0
6909,46.3,40.58,27.17,4761.0
6910,60.32,125.0,77.46,1653.0
6911,124.86,64.55,66.09,4762.0
6912,101.85,41.6,31.55,54.0
6913,54.98,124.66,131.35,1305.0
6914,21.52,116.84,106.66,1900.0
6915,98.97,51.99,2.04,2258.0
6916,101.86,129.21,11.83,406.0
6917,85.74,41.0,103.64,4763.0
6918,37.47,139.63,79.6,4764.0
6919,23.89,9.42,69.42,2388.0
6920,101.79,134.44,64.73,4765.0
6921,94.75,58.21,68.22,2621.0
6922,80.79,128.32,72.26,4766.0
6923,24.67,17.52,28.58,4767.0
6924,87.55,124.98,86.17,26.0
6925,50.18,112.41,81.42,4768.0
6926,68.73,52.8,45.27,4769.0
6927,123.95,133.4,24.02,99.0
6928,136.81,32.47,27.33,4770.0
6929,56.99,12.55,133.12,4771.0
6930,91.02,43.85,29.59,4772.0
6931,31.9,133.22,18.53,4773.0
6932,13.85,79.86,48.63,12.0
6933,12.8,97.65,20.89,1316.0
6934,69.68,41.69,117.59,823.0
6935,52.49,110.9,139.16,403.0
6936,26.53,19.22,101.18,1266.0
6937,114.59,17.76,74.33,4774.0
6938,81.95,2.18,12.85,4775.0
6939,121.78,69.26,6.49,314.0
6940,89.53,55.76,30.46,4776.0
6941,119.73,119.78,64.75,4777.0
6942,1.56,45.47,19.44,4778.0
6943,13.6,77.14,108.47,4779.0
6944,97.1,40.45,136.39,4780.0
6945,129.32,114.39,23.69,4781.0
6946,101.17,68.05,111.25,4782.0
6947,93.57,135.09,96.41,96.0
6948,53.63,29.12,47.78,4570.0
6949,24.34,132.86,130.72,4783.0
6950,51.57,53.74,4.53,4784.0
6951,69.02,3.66,51.82,383.0
6952,43.69,20.76,108.61,4785.0
6953,132.36,22.4,62.1,4786.0
6954,70.3,123.01,100.27,4787.0
6955,57.51,111.35,13.26,4788.0
6956,3.66,98.91,52.79,4789.0
6957,13.9,61.45,82.13,4790.0
6958,75.97,100.23,94.29,337.0
6959,64.94,13.69,66.6,4791.0
6960,3.19,61.72,26.42,4792.0
6961,44.85,96.03,28.64,4793.0
6962,114.65,56.74,130.03,289.0
6963,21.72,84.87,23.4,685.0
6964,57.19,35.41,115.49,580.0
6965,54.09,109.06,79.79,4794.0
6966,100.12,37.02,101.48,3211.0
6967,13.16,100.89,58.32,4795.0
6968,69.0,133.57,34.8,320.0
6969,57.61,94.75,91.98,4796.0
6970,118.06,116.27,124.28,4797.0
6971,33.11,59.43,139.7,3321.0
6972,65.22,79.34,60.83,1375.0
6973,112.13,89.04,56.02,4798.0
6974,105.38,48.27,51.91,4799.0
6975,79.39,139.31,26.76,1188.0
6976,99.98,97.66,52.03,4800.0
6977,18.24,80.56,48.75,4801.0
6978,74.2,18.87,51.66,4802.0
6979,1.03,48.6,34.04,4803.0
6980,121.81,105.75,25.58,740.0
6981,74.07,107.53,94.4,645.0
6982,95.62,114.82,77.39,834.0
6983,96.03,56.73,80.08,4804.0
6984,72.52,111.9,54.36,4805.0
6985,10.7,76.75,61.99,4806.0
6986,117.86,20.87,88.27,4807.0
6987,13.58,80.54,48.33,12.0
6988,20.97,15.26,94.33,4808.0
6989,21.92,25.84,68.29,4809.0
6990,110.51,44.59,5.15,4810.0
6991,117.3,93.77,102.01,3886.0
6992,136.56,68.89,77.25,3502.0
6993,91.78,101.55,42.96,2898.0
6994,71.46,32.47,105.42,4811.0
6995,56.09,138.07,70.32,4812.0
6996,70.64,129.81,80.95,3680.0
6997,39.1,39.22,72.65,4813.0
6998,66.07,134.25,71.82,4814.0
6999,29.36,63.31,111.8,4815.0
7000,126.84,99.53,62.63,4816.0
7001,24.56,126.68,50.64,4817.0
7002,38.62,75.37,91.95,329.0
7003,56.04,16.09,112.24,173.0
7004,101.7,92.32,37.56,2233.0
7005,120.38,17.69,89.01,4818.0
7006,6.85,100.98,4.87,1116.0
7007,89.4,33.66,89.05,4819.0
7008,54.94,9.57,102.98,538.0
7009,98.65,32.07,103.52,82.0
7010,21.95,81.84,12.28,676.0
7011,75.04,97.97,95.15,337.0
7012,47.76,79.29,2.08,4820.0
7013,55.11,9.65,103.03,538.0
7014,47.58,18.64,44.43,4821.0
7015,31.99,75.45,57.12,4822.0
7016,1.44,13.38,84.07,4823.0
7017,120.04,138.66,48.79,3229.0
7018,69.79,57.79,52.01,158.0
7019,23.84,28.25,132.57,2613.0
7020,138.36,100.7,11.37,4824.0
7021,4.3,0.13,62.86,4825.0
7022,90.03,54.58,63.38,2380.0
7023,95.24,60.98,38.8,4826.0
7024,95.91,84.07,74.56,920.0
7025,101.14,84.82,47.43,4827.0
7026,63.51,109.45,121.1,29.0
7027,75.29,84.95,137.23,4828.0
7028,99.07,112.86,112.82,4829.0
7029,135.51,82.19,77.13,4830.0
7030,92.44,121.27,78.15,4831.0
7031,112.02,11.11,141.15,4832.0
7032,123.53,68.5,101.37,1279.0
7033,113.04,115.16,48.78,4833.0
7034,54.35,54.2,53.42,4834.0
7035,57.96,130.19,100.21,4835.0
7036,136.81,100.54,66.4,4836.0
7037,64.97,53.57,140.8,4837.0
7038,22.16,107.99,112.21,4838.0
7039,94.67,98.43,80.09,4839.0
7040,44.78,80.69,66.17,45.0
7041,56.88,88.19,54.13,4840.0
7042,35.13,64.85,139.49,4841.0
7043,124.18,94.55,53.76,4842.0
7044,74.41,35.98,11.98,4843.0
7045,102.22,38.37,36.56,4844.0
7046,45.97,87.86,28.61,4845.0
7047,129.13,77.12,51.15,2366.0
7048,90.99,115.56,84.64,2936.0
7049,98.61,109.64,63.91,2559.0
7050,83.55,96.51,108.43,1276.0
7051,111.92,93.84,3.12,4846.0
7052,123.18,134.96,24.12,99.0
7053,128.17,106.82,95.3,4847.0
7054,33.77,17.2,52.38,4848.0
7055,81.94,37.4,54.01,4849.0
7056,67.7,61.84,44.3,4850.0
7057,71.0,88.49,12.08,3096.0
7058,45.78,52.07,37.38,2268.0
7059,93.61,98.36,131.09,4851.0
7060,36.23,84.31,65.24,4852.0
7061,86.17,43.35,57.27,4853.0
7062,81.31,24.32,139.61,4854.0
7063,134.3,117.87,36.34,4855.0
7064,103.03,46.45,26.49,4856.0
7065,11.45,71.07,51.05,1509.0
7066,23.79,111.58,99.24,4857.0
7067,39.43,48.68,89.78,4858.0
7068,67.68,68.21,9.59,4859.0
7069,129.32,4.72,26.29,4860.0
7070,126.1,135.44,23.38,99.0
7071,79.53,125.42,107.2,842.0
7072,62.46,48.83,86.37,4861.0
7073,117.12,58.88,75.6,4862.0
7074,134.79,56.14,133.16,3713.0
7075,71.25,45.17,75.9,2895.0
7076,31.25,71.41,83.05,4863.0
7077,48.25,81.11,72.43,45.0
7078,129.87,101.16,5.57,4864.0
7079,135.45,69.84,60.91,4865.0
7080,74.01,103.38,20.35,4866.0
7081,127.85,126.94,43.38,4867.0
7082,94.12,87.81,16.43,4868.0
7083,71.58,71.87,10.06,602.0
7084,68.62,132.95,34.06,320.0
7085,27.75,118.76,33.48,1930.0
7086,105.73,77.37,71.26,4869.0
7087,27.52,62.32,40.86,4870.0
7088,106.49,2.57,77.92,4871.0
7089,125.6,98.83,71.94,4872.0
7090,77.28,129.06,38.97,1270.0
7091,38.61,2.3,19.17,4873.0
7092,134.98,99.39,81.18,850.0
7093,38.87,2.74,17.07,4874.0
7094,13.73,33.81,115.31,4875.0
7095,70.64,108.95,22.22,1360.0
7096,118.7,140.22,91.19,928.0
7097,52.01,21.01,13.12,4876.0
7098,68.78,61.06,139.81,4877.0
7099,65.95,77.47,24.11,4878.0
7100,119.22,9.25,102.91,4879.0
7101,9.58,90.17,82.34,1589.0
7102,32.04,140.93,70.68,1066.0
7103,75.79,14.71,100.67,4880.0
7104,118.45,13.96,132.23,4881.0
7105,16.65,89.46,80.76,2319.0
7106,43.91,92.9,54.17,4882.0
7107,69.82,57.73,51.9,158.0
7108,79.46,43.71,117.05,1237.0
7109,55.17,24.16,112.25,4883.0
7110,109.73,92.0,28.59,4884.0
7111,59.47,99.96,11.18,2342.0
7112,61.87,78.97,96.51,1566.0
7113,102.25,121.88,84.87,4885.0
7114,100.37,137.13,69.14,223.0
7115,117.66,74.83,50.45,4886.0
7116,53.71,124.56,137.35,184.0
7117,131.16,46.39,33.57,3855.0
7118,88.62,121.44,81.18,4887.0
7119,93.64,122.05,19.91,2856.0
7120,130.73,96.03,14.26,4888.0
7121,97.73,92.23,117.35,4889.0
7122,115.85,49.35,13.59,4890.0
7123,113.53,30.74,81.14,4891.0
7124,59.42,95.44,77.95,4433.0
7125,87.57,93.46,47.8,4892.0
7126,14.2,80.09,37.01,123.0
7127,64.76,84.26,92.98,4893.0
7128,47.86,43.81,33.94,2134.0
7129,15.27,25.28,102.28,4894.0
7130,123.69,117.35,124.57,309.0
7131,102.71,41.32,31.99,54.0
7132,55.63,107.64,126.86,1910.0
7133,15.75,10.97,12.36,4895.0
7134,99.79,37.03,101.7,3211.0
7135,93.32,135.44,96.42,96.0
7136,47.61,80.75,74.15,45.0
7137,105.01,107.43,101.19,4896.0
7138,118.88,127.0,101.69,4897.0
7139,3.26,72.29,81.25,4898.0
7140,54.65,10.17,102.59,538.0
7141,59.73,40.79,118.51,57.0
7142,52.28,122.24,139.68,184.0
7143,54.96,35.95,94.92,4003.0
7144,88.02,54.53,65.24,627.0
7145,33.41,57.46,42.16,4899.0
7146,54.56,69.88,65.31,4900.0
7147,37.66,27.34,132.34,4901.0
7148,85.0,68.44,13.3,4902.0
7149,134.03,135.3,104.01,4903.0
7150,69.99,85.07,82.93,4904.0
7151,111.46,55.5,85.07,4905.0
7152,93.73,110.47,106.61,4906.0
7153,11.03,80.76,9.9,4907.0
7154,1.28,81.94,4.69,2321.0
7155,30.89,54.86,87.87,4908.0
7156,113.01,7.45,19.38,2299.0
7157,118.83,56.3,129.49,289.0
7158,12.36,62.05,5.64,4909.0
7159,104.15,65.54,89.22,4910.0
7160,33.69,27.39,73.15,1111.0
7161,90.82,66.09,101.56,4911.0
7162,52.04,119.39,7.38,4912.0
7163,122.73,140.6,108.77,4913.0
7164,13.94,76.78,38.67,123.0
7165,68.48,139.7,52.46,4914.0
7166,109.33,90.14,50.57,4915.0
7167,79.07,127.39,92.37,90.0
7168,35.95,89.24,92.99,4916.0
7169,117.39,87.34,46.02,4917.0
7170,37.48,41.75,41.91,4918.0
7171,82.7,125.08,60.42,2260.0
7172,129.54,106.81,137.94,4919.0
7173,136.86,84.55,19.06,2550.0
7174,26.4,137.64,21.54,3828.0
7175,96.86,132.6,73.45,4920.0
7176,129.17,99.8,21.92,2760.0
7177,59.11,123.46,125.55,246.0
7178,19.3,105.51,75.74,1606.0
7179,75.44,107.52,94.44,645.0
7180,67.0,58.54,52.06,158.0
7181,22.38,105.84,12.65,4921.0
7182,119.53,51.09,10.5,4922.0
7183,17.74,67.69,112.63,4923.0
7184,140.22,71.9,45.7,4924.0
7185,86.39,82.93,46.18,4925.0
7186,9.67,76.86,54.62,4926.0
7187,104.11,133.72,67.43,4927.0
7188,6.51,85.12,95.09,4928.0
7189,87.79,60.4,10.48,225.0
7190,104.41,130.77,15.25,4929.0
7191,46.77,92.54,6.19,4930.0
7192,64.5,109.0,85.06,1264.0
7193,12.81,96.8,45.33,4931.0
7194,79.12,90.7,108.81,1152.0
7195,127.26,136.53,79.74,192.0
7196,120.18,3.92,42.27,4932.0
7197,54.08,21.54,119.18,4933.0
7198,89.69,42.19,39.47,1432.0
7199,104.14,79.73,88.31,4934.0
7200,72.64,17.88,109.62,4935.0
7201,51.63,32.33,46.7,4936.0
7202,105.92,91.72,128.72,4937.0
7203,13.91,112.53,62.83,4938.0
7204,27.32,35.84,34.38,2403.0
7205,36.87,32.76,84.11,4939.0
7206,53.41,18.06,7.69,431.0
7207,101.82,41.55,32.03,54.0
7208,13.74,75.65,39.27,123.0
7209,10.86,126.09,103.94,4940.0
7210,78.91,106.48,70.33,4941.0
7211,118.31,69.3,13.85,2914.0
7212,99.12,122.33,17.78,1088.0
7213,85.86,126.38,40.59,4942.0
7214,40.63,110.89,57.1,4943.0
7215,66.19,37.0,16.33,4944.0
7216,37.62,35.21,75.48,4945.0
7217,90.48,43.52,101.89,4946.0
7218,65.11,136.93,92.34,2748.0
7219,68.99,9.56,120.62,4947.0
7220,16.26,40.8,30.92,4948.0
7221,93.12,139.34,41.81,4949.0
7222,14.42,76.9,38.5,123.0
7223,132.29,128.86,19.08,3083.0
7224,99.47,123.74,8.92,4950.0
7225,80.02,122.35,72.3,2437.0
7226,102.45,39.28,5.31,4951.0
7227,61.45,15.95,81.96,58.0
7228,10.23,51.28,94.07,4952.0
7229,27.45,85.23,76.19,4953.0
7230,73.7,19.94,47.15,4954.0
7231,72.53,96.13,73.02,111.0
7232,31.63,41.0,40.32,2689.0
7233,53.25,73.61,7.55,4955.0
7234,13.51,76.46,38.91,123.0
7235,49.6,3.58,20.92,4956.0
7236,14.09,80.03,47.35,12.0
7237,51.66,111.81,138.81,403.0
7238,119.74,21.71,90.21,1503.0
7239,65.63,5.96,72.99,1218.0
7240,41.67,133.85,27.05,4957.0
7241,116.48,20.78,6.64,2148.0
7242,26.89,4.63,35.15,4958.0
7243,51.07,104.0,133.34,4959.0
7244,77.5,50.38,87.35,4960.0
7245,132.7,50.73,37.27,2567.0
7246,31.74,105.17,75.01,4961.0
7247,118.0,25.77,91.06,4962.0
7248,60.04,82.46,21.06,1504.0
7249,108.58,15.32,99.83,4963.0
7250,67.35,98.35,133.4,1986.0
7251,97.51,126.47,7.86,4964.0
7252,76.01,11.33,79.03,4965.0
7253,51.08,19.41,58.14,4966.0
7254,115.56,66.76,86.8,589.0
7255,22.99,24.04,101.89,4967.0
7256,105.57,64.72,21.86,1371.0
7257,6.06,128.89,17.67,3399.0
7258,136.72,133.36,20.45,466.0
7259,34.82,18.45,100.48,4968.0
7260,15.46,79.41,38.85,123.0
7261,12.84,48.41,67.89,4969.0
7262,58.69,42.88,76.13,122.0
7263,91.95,6.86,4.47,4970.0
7264,16.9,59.89,80.96,4971.0
7265,46.96,60.14,102.88,4972.0
7266,119.64,66.54,99.95,1279.0
7267,95.07,108.41,91.64,4973.0
7268,111.43,125.35,112.46,113.0
7269,135.92,54.29,81.81,1519.0
7270,118.96,80.87,37.23,2814.0
7271,16.21,19.04,56.66,2108.0
7272,26.19,41.47,20.27,4974.0
7273,136.96,77.53,135.98,4975.0
7274,64.73,16.23,50.66,4976.0
7275,17.01,6.41,57.21,1392.0
7276,103.74,107.68,35.33,4977.0
7277,115.43,134.29,56.04,738.0
7278,53.74,67.43,4.12,2879.0
7279,71.79,59.9,11.61,419.0
7280,98.65,28.21,62.75,3757.0
7281,123.18,69.31,100.6,1279.0
7282,17.72,111.26,33.26,4978.0
7283,14.53,12.56,45.04,3997.0
7284,77.69,100.9,99.9,1351.0
7285,136.78,56.06,78.29,4979.0
7286,125.78,5.98,93.97,573.0
7287,88.17,54.35,65.37,627.0
7288,75.12,131.28,92.93,1216.0
7289,41.6,37.81,48.62,4980.0
7290,65.06,92.9,23.77,4981.0
7291,58.73,43.17,75.0,122.0
7292,49.44,77.24,10.94,292.0
7293,138.81,21.91,29.22,4483.0
7294,123.38,85.81,69.99,242.0
7295,14.13,76.79,38.51,123.0
7296,24.19,124.84,39.22,4982.0
7297,131.31,103.39,77.88,4983.0
7298,118.22,138.39,96.78,4984.0
7299,71.72,130.88,50.34,4985.0
7300,97.7,51.39,69.6,335.0
7301,3.51,15.42,85.88,2424.0
7302,116.77,107.15,69.17,4986.0
7303,30.49,62.96,82.38,4987.0
7304,88.74,41.32,87.14,4988.0
7305,28.87,136.52,59.37,167.0
7306,62.29,124.62,116.86,4989.0
7307,84.86,33.24,104.32,657.0
7308,87.01,123.64,85.57,26.0
7309,61.57,51.7,65.68,4990.0
7310,98.44,134.63,70.6,223.0
7311,52.99,125.92,134.68,184.0
7312,113.85,104.42,25.96,4991.0
7313,70.92,134.78,41.37,4992.0
7314,53.83,124.39,129.61,1305.0
7315,117.31,124.11,47.24,4993.0
7316,45.21,111.56,60.02,778.0
7317,119.09,29.38,32.86,4994.0
7318,62.04,30.97,135.11,305.0
7319,48.28,53.69,80.15,421.0
7320,30.09,108.49,127.61,1956.0
7321,88.28,54.09,65.44,627.0
7322,103.69,104.71,1.86,2070.0
7323,55.13,89.51,76.4,4995.0
7324,61.51,107.88,18.85,4996.0
7325,5.28,89.54,122.81,4997.0
7326,6.54,117.35,95.46,776.0
7327,93.64,85.51,75.26,920.0
7328,38.88,71.89,5.89,4998.0
7329,41.06,23.14,39.88,4999.0
7330,99.22,27.46,12.01,5000.0
7331,98.86,123.2,55.6,5001.0
7332,109.68,107.46,77.06,31.0
7333,67.34,78.86,106.14,135.0
7334,48.74,81.73,71.89,45.0
7335,120.01,116.84,120.3,5002.0
7336,46.82,101.61,109.41,5003.0
7337,82.54,47.32,73.41,5004.0
7338,64.87,3.79,45.99,383.0
7339,46.9,118.91,99.53,5005.0
7340,5.46,9.45,84.44,5006.0
7341,23.81,81.9,13.96,676.0
7342,18.66,36.54,44.4,5007.0
7343,117.86,121.79,43.63,5008.0
7344,1.04,92.0,119.54,5009.0
7345,86.34,128.29,89.22,495.0
7346,90.65,119.7,124.93,5010.0
7347,25.87,67.62,116.41,20.0
7348,128.54,42.59,15.38,2194.0
7349,45.4,124.14,72.1,5011.0
7350,14.4,52.09,114.44,766.0
7351,12.59,92.6,38.29,5012.0
7352,61.13,130.26,92.44,5013.0
7353,58.32,56.0,37.55,5014.0
7354,44.42,85.55,100.51,5015.0
7355,78.45,67.66,39.74,1526.0
7356,112.69,109.77,120.95,376.0
7357,66.08,3.63,18.33,5016.0
7358,16.0,68.41,138.37,1985.0
7359,117.92,112.05,22.47,259.0
7360,92.92,68.35,95.28,5017.0
7361,30.61,39.71,107.84,5018.0
7362,25.49,57.58,135.09,5019.0
7363,58.45,68.33,61.57,4478.0
7364,25.02,112.14,76.71,5020.0
7365,135.02,78.98,105.91,485.0
7366,69.1,133.13,4.47,5021.0
7367,121.95,109.26,126.26,1677.0
7368,74.49,107.13,93.11,645.0
7369,25.25,61.57,4.76,5022.0
7370,3.06,116.09,33.98,5023.0
7371,92.6,75.31,23.14,5024.0
7372,106.17,109.42,8.21,5025.0
7373,125.65,98.28,87.57,5026.0
7374,130.22,100.05,109.78,5027.0
7375,66.25,80.47,63.1,5028.0
7376,7.84,53.87,86.22,5029.0
7377,108.83,101.33,120.63,5030.0
7378,95.82,25.46,18.8,5031.0
7379,49.77,28.44,62.19,5032.0
7380,100.8,69.17,22.48,5033.0
7381,87.72,109.74,89.8,5034.0
7382,137.33,74.34,49.74,3851.0
7383,118.99,84.59,85.96,148.0
7384,63.77,99.66,94.74,5035.0
7385,102.51,35.89,46.25,443.0
7386,4.67,107.92,50.2,5036.0
7387,114.76,130.96,98.71,5037.0
7388,65.18,54.56,110.12,5038.0
7389,41.38,84.22,83.36,5039.0
7390,86.47,120.23,87.81,204.0
7391,41.11,131.94,133.58,5040.0
7392,84.75,118.23,1.88,5041.0
7393,38.96,54.51,84.8,3626.0
7394,28.78,14.83,89.83,5042.0
7395,14.42,76.68,38.42,123.0
7396,120.95,82.69,85.2,148.0
7397,95.9,61.01,117.29,5043.0
7398,69.9,55.74,37.97,5044.0
7399,74.97,131.41,98.9,5045.0
7400,34.83,49.0,95.57,5046.0
7401,123.15,115.98,125.69,309.0
7402,113.15,52.64,7.96,298.0
